,occurrences.order_name,occurrences.family_name,occurrences.parent_name,occurrences.genus_name,taxon,reg,,
2284,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus assiniboiensis,perissodactyla,,
2285,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus equiceps,perissodactyla,,
2286,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus equinanus,perissodactyla,,
2287,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus gemmarosae,perissodactyla,,
2288,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus gidleyi,perissodactyla,,
2289,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus grandis,perissodactyla,,
2290,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus intermedius,perissodactyla,,
2291,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus obliquidens,perissodactyla,,
2292,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus primus,perissodactyla,,
2293,Perissodactyla,Equidae,Anchitheriinae,Miohippus,Miohippus sp.,perissodactyla,,
2309,Perissodactyla,Equidae,Anchitheriinae,Parahippus,Parahippus atavus,perissodactyla,,
2310,Perissodactyla,Equidae,Anchitheriinae,Parahippus,Parahippus cognatus,perissodactyla,,
2311,Perissodactyla,Equidae,Anchitheriinae,Parahippus,Parahippus leonensis,perissodactyla,,
2312,Perissodactyla,Equidae,Anchitheriinae,Parahippus,Parahippus maxsoni,perissodactyla,,
2313,Perissodactyla,Equidae,Anchitheriinae,Parahippus,Parahippus nebrascensis,perissodactyla,,
2314,Perissodactyla,Equidae,Anchitheriinae,Parahippus,Parahippus pawniensis,perissodactyla,,
2315,Perissodactyla,Equidae,Anchitheriinae,Parahippus,Parahippus pristinus,perissodactyla,,
2316,Perissodactyla,Equidae,Anchitheriinae,Parahippus,Parahippus tyleri,perissodactyla,,
2317,Perissodactyla,Equidae,Anchitheriinae,Parahippus,Parahippus wyomingensis,perissodactyla,,
2329,Perissodactyla,Equidae,Equidae,Protorohippus,Protorohippus venticolus,perissodactyla,,
2171,Perissodactyla,Equidae,Equinae,Acritohippus,Acritohippus isonesus,perissodactyla,,
2172,Perissodactyla,Equidae,Equinae,Acritohippus,Acritohippus quinni,perissodactyla,,
2173,Perissodactyla,Equidae,Equinae,Acritohippus,Acritohippus stylodontus,perissodactyla,,
2174,Perissodactyla,Equidae,Equinae,Acritohippus,Acritohippus tertius,perissodactyla,,
2260,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus brevidontus,perissodactyla,,
2261,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus calamarius,perissodactyla,,
2262,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus californicus,perissodactyla,,
2264,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus coloradense,perissodactyla,,
2265,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus goorisi,perissodactyla,,
2266,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus gunteri,perissodactyla,,
2267,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus insignis,perissodactyla,,
2268,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus primus,perissodactyla,,
2269,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus quintus,perissodactyla,,
2270,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus relictus,perissodactyla,,
2271,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus republicanus,perissodactyla,,
2272,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus sejunctus,perissodactyla,,
2273,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus sphenodus,perissodactyla,,
2274,Perissodactyla,Equidae,Equinae,Merychippus,Merychippus stevensi,perissodactyla,,
2336,Perissodactyla,Equidae,Equinae,Scaphohippus,Scaphohippus intermontanus,perissodactyla,,
2337,Perissodactyla,Equidae,Equinae,Scaphohippus,Scaphohippus sumani,perissodactyla,,
2186,Perissodactyla,Equidae,Equini,Astrohippus,Astrohippus ansae,perissodactyla,,
2187,Perissodactyla,Equidae,Equini,Astrohippus,Astrohippus stockii,perissodactyla,,
2188,Perissodactyla,Equidae,Equini,Calippus,Calippus cerasinus,perissodactyla,,
2189,Perissodactyla,Equidae,Equini,Calippus,Calippus circulus,perissodactyla,,
2190,Perissodactyla,Equidae,Equini,Calippus,Calippus elachistus,perissodactyla,,
2191,Perissodactyla,Equidae,Equini,Calippus,Calippus hondurensis,perissodactyla,,
2193,Perissodactyla,Equidae,Equini,Calippus,Calippus maccartyi,perissodactyla,,
2194,Perissodactyla,Equidae,Equini,Calippus,Calippus martini,perissodactyla,,
2195,Perissodactyla,Equidae,Equini,Calippus,Calippus placidus,perissodactyla,,
2196,Perissodactyla,Equidae,Equini,Calippus,Calippus proplacidus,perissodactyla,,
2197,Perissodactyla,Equidae,Equini,Calippus,Calippus regulus,perissodactyla,,
2200,Perissodactyla,Equidae,Equini,Dinohippus,Dinohippus interpolatus,perissodactyla,,
2201,Perissodactyla,Equidae,Equini,Dinohippus,Dinohippus leardi,perissodactyla,,
2202,Perissodactyla,Equidae,Equini,Dinohippus,Dinohippus leidyanus,perissodactyla,,
2203,Perissodactyla,Equidae,Equini,Dinohippus,Dinohippus mexicanus,perissodactyla,,
2204,Perissodactyla,Equidae,Equini,Dinohippus,Dinohippus spectans,perissodactyla,,
2212,Perissodactyla,Equidae,Equini,Equus,Equus cumminsii,perissodactyla,,
2213,Perissodactyla,Equidae,Equini,Equus,Equus enormis,perissodactyla,,
2215,Perissodactyla,Equidae,Equini,Equus,Equus francisci,perissodactyla,,
2217,Perissodactyla,Equidae,Equini,Equus,Equus fromanius,perissodactyla,,
2218,Perissodactyla,Equidae,Equini,Equus,Equus giganteus,perissodactyla,,
2219,Perissodactyla,Equidae,Equini,Equus,Equus idahoensis,perissodactyla,,
2228,Perissodactyla,Equidae,Equini,Equus,Equus scotti,perissodactyla,,
2230,Perissodactyla,Equidae,Equini,Equus,Equus simplicidens,perissodactyla,,
2234,Perissodactyla,Equidae,Equini,Heteropliohippus,Heteropliohippus hulberti,perissodactyla,,
2305,Perissodactyla,Equidae,Equini,Onohippidium,Onohippidium galushai,perissodactyla,,
2318,Perissodactyla,Equidae,Equini,Parapliohippus,Parapliohippus carrizoensis,perissodactyla,,
2319,Perissodactyla,Equidae,Equini,Pliohippus,Pliohippus fossulatus,perissodactyla,,
2320,Perissodactyla,Equidae,Equini,Pliohippus,Pliohippus mirabilis,perissodactyla,,
2321,Perissodactyla,Equidae,Equini,Pliohippus,Pliohippus nobilis,perissodactyla,,
2322,Perissodactyla,Equidae,Equini,Pliohippus,Pliohippus pernix,perissodactyla,,
2323,Perissodactyla,Equidae,Equini,Pliohippus,Pliohippus tantalus,perissodactyla,,
2324,Perissodactyla,Equidae,Equini,Pliohippus,Pliohippus tehonensis,perissodactyla,,
2325,Perissodactyla,Equidae,Equini,Protohippus,Protohippus gidleyi,perissodactyla,,
2326,Perissodactyla,Equidae,Equini,Protohippus,Protohippus perditus,perissodactyla,,
2327,Perissodactyla,Equidae,Equini,Protohippus,Protohippus supremus,perissodactyla,,
2328,Perissodactyla,Equidae,Equini,Protohippus,Protohippus vetus,perissodactyla,,
2235,Perissodactyla,Equidae,Hipparionini,Hipparion,Hipparion forcei,perissodactyla,,
2236,Perissodactyla,Equidae,Hipparionini,Hipparion,Hipparion tehonense,perissodactyla,,
2237,Perissodactyla,Equidae,Hipparionini,Hippotherium,Hippotherium emsliei,perissodactyla,,
2238,Perissodactyla,Equidae,Hipparionini,Hippotherium,Hippotherium ingenuum,perissodactyla,,
2239,Perissodactyla,Equidae,Hipparionini,Hippotherium,Hippotherium mohavense,perissodactyla,,
2240,Perissodactyla,Equidae,Hipparionini,Hippotherium,Hippotherium occidentale,perissodactyla,,
2241,Perissodactyla,Equidae,Hipparionini,Hippotherium,Hippotherium plicatile,perissodactyla,,
2242,Perissodactyla,Equidae,Hipparionini,Hippotherium,Hippotherium quinni,perissodactyla,,
2294,Perissodactyla,Equidae,Hipparionini,Nannippus,Nannippus aztecus,perissodactyla,,
2295,Perissodactyla,Equidae,Hipparionini,Nannippus,Nannippus beckensis,perissodactyla,,
2296,Perissodactyla,Equidae,Hipparionini,Nannippus,Nannippus lenticularis,perissodactyla,,
2297,Perissodactyla,Equidae,Hipparionini,Nannippus,Nannippus morgani,perissodactyla,,
2298,Perissodactyla,Equidae,Hipparionini,Nannippus,Nannippus peninsulatus,perissodactyla,,
2299,Perissodactyla,Equidae,Hipparionini,Nannippus,Nannippus westoni,perissodactyla,,
2300,Perissodactyla,Equidae,Hipparionini,Neohipparion,Neohipparion affine,perissodactyla,,
2301,Perissodactyla,Equidae,Hipparionini,Neohipparion,Neohipparion eurystyle,perissodactyla,,
2302,Perissodactyla,Equidae,Hipparionini,Neohipparion,Neohipparion gidleyi,perissodactyla,,
2303,Perissodactyla,Equidae,Hipparionini,Neohipparion,Neohipparion leptode,perissodactyla,,
2304,Perissodactyla,Equidae,Hipparionini,Neohipparion,Neohipparion trampasense,perissodactyla,,
2330,Perissodactyla,Equidae,Hipparionini,Pseudhipparion,Pseudhipparion curtivallum,perissodactyla,,
2331,Perissodactyla,Equidae,Hipparionini,Pseudhipparion,Pseudhipparion gratum,perissodactyla,,
2332,Perissodactyla,Equidae,Hipparionini,Pseudhipparion,Pseudhipparion hessei,perissodactyla,,
2333,Perissodactyla,Equidae,Hipparionini,Pseudhipparion,Pseudhipparion retrusum,perissodactyla,,
2334,Perissodactyla,Equidae,Hipparionini,Pseudhipparion,Pseudhipparion simpsoni,perissodactyla,,
2335,Perissodactyla,Equidae,Hipparionini,Pseudhipparion,Pseudhipparion skinneri,perissodactyla,,
2205,Perissodactyla,Equidae,Hyracotheriinae,Duchesnehippus,Duchesnehippus intermedius,perissodactyla,,
2206,Perissodactyla,Equidae,Hyracotheriinae,Epihippus,Epihippus gracilis,perissodactyla,,
2233,Perissodactyla,Equidae,Hyracotheriinae,Haplohippus,Haplohippus texanus,perissodactyla,,
2248,Perissodactyla,Equidae,Hyracotheriinae,Hyracotherium,Hyracotherium aemulor,perissodactyla,,
2249,Perissodactyla,Equidae,Hyracotheriinae,Hyracotherium,Hyracotherium cristatum,perissodactyla,,
2250,Perissodactyla,Equidae,Hyracotheriinae,Hyracotherium,Hyracotherium grangeri,perissodactyla,,
2251,Perissodactyla,Equidae,Hyracotheriinae,Hyracotherium,Hyracotherium index,perissodactyla,,
2252,Perissodactyla,Equidae,Hyracotheriinae,Hyracotherium,Hyracotherium montanum,perissodactyla,,
2253,Perissodactyla,Equidae,Hyracotheriinae,Hyracotherium,Hyracotherium pernix,perissodactyla,,
2254,Perissodactyla,Equidae,Hyracotheriinae,Hyracotherium,Hyracotherium sandrae,perissodactyla,,
2255,Perissodactyla,Equidae,Hyracotheriinae,Hyracotherium,Hyracotherium vasacciense,perissodactyla,,
2306,Perissodactyla,Equidae,Hyracotheriinae,Orohippus,Orohippus proteros,perissodactyla,,
2307,Perissodactyla,Equidae,Hyracotheriinae,Orohippus,Orohippus pumilus,perissodactyla,,
2308,Perissodactyla,Equidae,Hyracotheriinae,Orohippus,Orohippus sylvaticus,perissodactyla,,
2338,Perissodactyla,Equidae,Hyracotheriinae,Xenicohippus,Xenicohippus craspedotum,perissodactyla,,
2339,Perissodactyla,Equidae,Hyracotheriinae,Xenicohippus,Xenicohippus grangeri,perissodactyla,,
2340,Perissodactyla,Equidae,Hyracotheriinae,Xenicohippus,Xenicohippus osborni,perissodactyla,,
2341,Perissodactyla,Hyrachyidae,Hyrachyidae,Hyrachyus,Hyrachyus affinis,perissodactyla,,
2342,Perissodactyla,Hyrachyidae,Hyrachyidae,Hyrachyus,Hyrachyus douglassi,perissodactyla,,
2343,Perissodactyla,Hyrachyidae,Hyrachyidae,Hyrachyus,Hyrachyus eximius,perissodactyla,,
2344,Perissodactyla,Hyrachyidae,Hyrachyidae,Hyrachyus,Hyrachyus modestus,perissodactyla,,
2346,Perissodactyla,Hyracodontidae,Hyracodontidae,Hyracodon,Hyracodon leidyanus,perissodactyla,,
2347,Perissodactyla,Hyracodontidae,Hyracodontidae,Hyracodon,Hyracodon medius,perissodactyla,,
2348,Perissodactyla,Hyracodontidae,Hyracodontidae,Hyracodon,Hyracodon nebraskensis,perissodactyla,,
2349,Perissodactyla,Hyracodontidae,Hyracodontidae,Hyracodon,Hyracodon petersoni,perissodactyla,,
2350,Perissodactyla,Hyracodontidae,Hyracodontidae,Hyracodon,Hyracodon priscidens,perissodactyla,,
2351,Perissodactyla,Hyracodontidae,Hyracodontidae,Triplopides,Triplopides rieli,perissodactyla,,
2352,Perissodactyla,Hyracodontidae,Hyracodontidae,Triplopus,Triplopus cubitalis,perissodactyla,,
2353,Perissodactyla,Hyracodontidae,Hyracodontidae,Triplopus,Triplopus implicatus,perissodactyla,,
2354,Perissodactyla,Hyracodontidae,Hyracodontidae,Triplopus,Triplopus obliquidens,perissodactyla,,
2355,Perissodactyla,Hyracodontidae,Hyracodontidae,Triplopus,Triplopus rhinocerinus,perissodactyla,,
2356,Perissodactyla,Hyracodontidae,Hyracodontidae,Triplopus,Triplopus woodi,perissodactyla,,
2345,Perissodactyla,Hyracodontidae,Hyracodontinae,Epitriplopus,Epitriplopus uintensis,perissodactyla,,
2357,Perissodactyla,Isectolophidae,Isectolophidae,Systemodon,Systemodon tapirinus,perissodactyla,,
2359,Perissodactyla,Rhinocerotidae,Aceratheriinae,Aphelops,Aphelops malacorhinus,perissodactyla,,
2360,Perissodactyla,Rhinocerotidae,Aceratheriinae,Aphelops,Aphelops megalodus,perissodactyla,,
2361,Perissodactyla,Rhinocerotidae,Aceratheriinae,Aphelops,Aphelops mutilus,perissodactyla,,
2368,Perissodactyla,Rhinocerotidae,Aceratheriinae,Floridaceras,Floridaceras whitei,perissodactyla,,
2375,Perissodactyla,Rhinocerotidae,Aceratheriinae,Peraceras,Peraceras hessei,perissodactyla,,
2376,Perissodactyla,Rhinocerotidae,Aceratheriinae,Peraceras,Peraceras profectum,perissodactyla,,
2377,Perissodactyla,Rhinocerotidae,Aceratheriinae,Peraceras,Peraceras superciliosum,perissodactyla,,
2363,Perissodactyla,Rhinocerotidae,Diceratheriinae,Diceratherium,Diceratherium annectens,perissodactyla,,
2364,Perissodactyla,Rhinocerotidae,Diceratheriinae,Diceratherium,Diceratherium armatum,perissodactyla,,
2365,Perissodactyla,Rhinocerotidae,Diceratheriinae,Diceratherium,Diceratherium gregorii,perissodactyla,,
2366,Perissodactyla,Rhinocerotidae,Diceratheriinae,Diceratherium,Diceratherium niobrarense,perissodactyla,,
2367,Perissodactyla,Rhinocerotidae,Diceratheriinae,Diceratherium,Diceratherium tridactylum,perissodactyla,,
2370,Perissodactyla,Rhinocerotidae,Menoceratinae,Menoceras,Menoceras arikarense,perissodactyla,,
2371,Perissodactyla,Rhinocerotidae,Menoceratinae,Menoceras,Menoceras barbouri,perissodactyla,,
2358,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Amphicaenopus,Amphicaenopus platycephalus,perissodactyla,,
2369,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Gulfoceras,Gulfoceras westfalli,perissodactyla,,
2372,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Penetrigonias,Penetrigonias dakotensis,perissodactyla,,
2373,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Penetrigonias,Penetrigonias hudsoni,perissodactyla,,
2374,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Penetrigonias,Penetrigonias sagittatus,perissodactyla,,
2378,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Subhyracodon,Subhyracodon mitis,perissodactyla,,
2379,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Subhyracodon,Subhyracodon occidentalis,perissodactyla,,
2380,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Subhyracodon,Subhyracodon trigonodus,perissodactyla,,
2381,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Subhyracodon,Subhyracodon woodi,perissodactyla,,
2390,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Teletaceras,Teletaceras mortivallis,perissodactyla,,
2391,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Teletaceras,Teletaceras radinskyi,perissodactyla,,
2392,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Trigonias,Trigonias osborni,perissodactyla,,
2393,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Trigonias,Trigonias wellsi,perissodactyla,,
2394,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Trigonias,Trigonias yoderensis,perissodactyla,,
2395,Perissodactyla,Rhinocerotidae,Rhinocerotidae,Uintaceras,Uintaceras radinskyi,perissodactyla,,
2362,Perissodactyla,Rhinocerotidae,Teleoceratini,Brachypotherium,Brachypotherium americanum,perissodactyla,,
2382,Perissodactyla,Rhinocerotidae,Teleoceratini,Teleoceras,Teleoceras fossiger,perissodactyla,,
2383,Perissodactyla,Rhinocerotidae,Teleoceratini,Teleoceras,Teleoceras hicksi,perissodactyla,,
2384,Perissodactyla,Rhinocerotidae,Teleoceratini,Teleoceras,Teleoceras major,perissodactyla,,
2385,Perissodactyla,Rhinocerotidae,Teleoceratini,Teleoceras,Teleoceras medicornutum,perissodactyla,,
2387,Perissodactyla,Rhinocerotidae,Teleoceratini,Teleoceras,Teleoceras meridianum,perissodactyla,,
2388,Perissodactyla,Rhinocerotidae,Teleoceratini,Teleoceras,Teleoceras minor,perissodactyla,,
2389,Perissodactyla,Rhinocerotidae,Teleoceratini,Teleoceras,Teleoceras proterum,perissodactyla,,
2396,Perissodactyla,Tapiridae,Tapiridae,Colodon,Colodon cingulatus,perissodactyla,,
2397,Perissodactyla,Tapiridae,Tapiridae,Colodon,Colodon kayi,perissodactyla,,
2398,Perissodactyla,Tapiridae,Tapiridae,Colodon,Colodon occidentalis,perissodactyla,,
2399,Perissodactyla,Tapiridae,Tapiridae,Colodon,Colodon stovalli,perissodactyla,,
2400,Perissodactyla,Tapiridae,Tapiridae,Colodon,Colodon woodi,perissodactyla,,
2401,Perissodactyla,Tapiridae,Tapiridae,Dilophodon,Dilophodon destitutus,perissodactyla,,
2402,Perissodactyla,Tapiridae,Tapiridae,Dilophodon,Dilophodon minusculus,perissodactyla,,
2403,Perissodactyla,Tapiridae,Tapiridae,Heteraletes,Heteraletes leotanus,perissodactyla,,
2404,Perissodactyla,Tapiridae,Tapiridae,Miotapirus,Miotapirus harrisonensis,perissodactyla,,
2405,Perissodactyla,Tapiridae,Tapiridae,Nexuotapirus,Nexuotapirus marslandensis,perissodactyla,,
2406,Perissodactyla,Tapiridae,Tapiridae,Nexuotapirus,Nexuotapirus robustus,perissodactyla,,
2407,Perissodactyla,Tapiridae,Tapiridae,Plesiocolopirus,Plesiocolopirus hancocki,perissodactyla,,
2408,Perissodactyla,Tapiridae,Tapiridae,Protapirus,Protapirus obliquidens,perissodactyla,,
2409,Perissodactyla,Tapiridae,Tapiridae,Protapirus,Protapirus simplex,perissodactyla,,
2410,Perissodactyla,Tapiridae,Tapiridae,Tapiravus,Tapiravus validus,perissodactyla,,
2412,Perissodactyla,Tapiridae,Tapiridae,Tapirus,Tapirus haysii,perissodactyla,,
2413,Perissodactyla,Tapiridae,Tapiridae,Tapirus,Tapirus johnsoni,perissodactyla,,
2415,Perissodactyla,Tapiridae,Tapiridae,Tapirus,Tapirus merriami,perissodactyla,,
2416,Perissodactyla,Tapiridae,Tapiridae,Tapirus,Tapirus polkensis,perissodactyla,,
2417,Perissodactyla,Tapiridae,Tapiridae,Tapirus,Tapirus simpsoni,perissodactyla,,
2419,Perissodactyla,Tapiridae,Tapiridae,Tapirus,Tapirus veroensis,perissodactyla,,
2422,Perissodactyla,,Ceratomorpha,Desmatotherium,Desmatotherium intermedius,perissodactyla,,
2423,Perissodactyla,,Ceratomorpha,Fouchia,Fouchia elyensis,perissodactyla,,
2435,Perissodactyla,,Ceratomorpha,Selenaletes,Selenaletes scopaeus,perissodactyla,,
2424,Perissodactyla,,Chalicotherioidea,Grangeria,Grangeria anarsius,perissodactyla,,
2434,Perissodactyla,,Moropomorpha,Schizotheriodes,Schizotheriodes parvus,perissodactyla,,
2433,Perissodactyla,,Perissodactyla,Lambdotherium,Lambdotherium popoagicum,perissodactyla,,
2437,Perissodactyla,,Rhinocerotoidea,Toxotherium,Toxotherium hunteri,perissodactyla,,
2425,Perissodactyla,,Tapiroidea,Helaletes,Helaletes nanus,perissodactyla,,
2426,Perissodactyla,,Tapiroidea,Heptodon,Heptodon calciculus,perissodactyla,,
2427,Perissodactyla,,Tapiroidea,Heptodon,Heptodon posticus,perissodactyla,,
2420,Perissodactyla,,Tapiromorpha,Cardiolophus,Cardiolophus radinskyi,perissodactyla,,
2421,Perissodactyla,,Tapiromorpha,Cardiolophus,Cardiolophus semihians,perissodactyla,,
2428,Perissodactyla,,Tapiromorpha,Homogalax,Homogalax aureus,perissodactyla,,
2429,Perissodactyla,,Tapiromorpha,Homogalax,Homogalax protapirinus,perissodactyla,,
2430,Perissodactyla,,Tapiromorpha,Isectolophus,Isectolophus annectens,perissodactyla,,
2431,Perissodactyla,,Tapiromorpha,Isectolophus,Isectolophus latidens,perissodactyla,,
2432,Perissodactyla,,Tapiromorpha,Isectolophus,Isectolophus radinskyi,perissodactyla,,
,,,,,,,,
,Antilocaprid sp. Caliente     ,Antilocaprid,sp.,Caliente,,,,
,Archaeohippus sp.      ,Archaeohippus,sp.,,,,,
,Camelid (?) sp.a     ,Camelid,(?),sp.a,,,,
,Cosoryx ilfonsensis      ,Cosoryx,ilfonsensis,,,,,
,Forstercooperia grandis      ,Forstercooperia,grandis,,,,,
,Hipparion platystyle      ,Hipparion,platystyle,,,,,
,Hypertragulus minor      ,Hypertragulus,minor,,,,,
,Hyracotherium major      ,Hyracotherium,major,,,,,
,Megatylopus sp.      ,Megatylopus,sp.,,,,,
,"Merycoidodontidae, gen. and sp. indet. no. 2 ","Merycoidodontidae,",gen.,and,sp.,indet.,no.,2
,Miolabis montanus      ,Miolabis,montanus,,,,,
,Orohippus sp.      ,Orohippus,sp.,,,,,
,Oxydactylus cameloides      ,Oxydactylus,cameloides,,,,,
,Paracamelus sp.      ,Paracamelus,sp.,,,,,
,Parvicornus occidentalis      ,Parvicornus,occidentalis,,,,,
,Platygonus sp.      ,Platygonus,sp.,,,,,
,Pliohippus sp.      ,Pliohippus,sp.,,,,,
,Procamelus leptognathus      ,Procamelus,leptognathus,,,,,
,Prothyracodon intermedius      ,Prothyracodon,intermedius,,,,,
,Protylopus ? sp.     ,Protylopus,?,sp.,,,,
,Pseudoceras wilsoni      ,Pseudoceras,wilsoni,,,,,
,Subhyracodon gidleyi      ,Subhyracodon,gidleyi,,,,,
,Archaeohippus minimus      ,Archaeohippus,minimus,,,,,
,Arretotherium sp.      ,Arretotherium,sp.,,,,,
,Camelodon arapahovius      ,Camelodon,arapahovius,,,,,
,Blickomylus moroni      ,Blickomylus,moroni,,,,,
,Colodon sp.      ,Colodon,sp.,,,,,
,Epihippus uintensis      ,Epihippus,uintensis,,,,,
,Hipparion condoni      ,Hipparion,condoni,,,,,
,Hypertragulus dakotensis      ,Hypertragulus,dakotensis,,,,,
,Hypohippus sp.      ,Hypohippus,sp.,,,,,
,Megacerops riggsi      ,Megacerops,riggsi,,,,,
,Merycodus ? sp. A    ,Merycodus,?,sp.,A,,,
,Eotylopus sp.      ,Eotylopus,sp.,,,,,
,Forstercooperia minuta      ,Forstercooperia,minuta,,,,,
,Hipparion shirleyi      ,Hipparion,shirleyi,,,,,
,Hypertragulus minutus      ,Hypertragulus,minutus,,,,,
,Kalobatippus praestans      ,Kalobatippus,praestans,,,,,
,Merychyus profectus      ,Merychyus,profectus,,,,,
,Moropus sp.      ,Moropus,sp.,,,,,
,Oromerycinae gen. and sp. indet. No. 1 ,Oromerycinae,gen.,and,sp.,indet.,No.,1
,Oxydactylus campestris      ,Oxydactylus,campestris,,,,,
,Parahippus coloradensis      ,Parahippus,coloradensis,,,,,
,Pediomeryx hemphilliensis      ,Pediomeryx,hemphilliensis,,,,,
,Pliohippus coalingensis      ,Pliohippus,coalingensis,,,,,
,Poebrotherium franki      ,Poebrotherium,franki,,,,,
,Prohyracodon orientale      ,Prohyracodon,orientale,,,,,
,Protomeryx halli      ,Protomeryx,halli,,,,,
,Protylopus sp.      ,Protylopus,sp.,,,,,
,Palauchenia mexicana      ,Palauchenia,mexicana,,,,,
,Parahippus sp.      ,Parahippus,sp.,,,,,
,Peobrotherium sp.      ,Peobrotherium,sp.,,,,,
,Pliohippus francescana      ,Pliohippus,francescana,,,,,
,Procamelus altus      ,Procamelus,altus,,,,,
,Prosthennops(?) sp.      ,Prosthennops(?),sp.,,,,,
,Protomeryx serus      ,Protomeryx,serus,,,,,
,Pseudoceras klausi      ,Pseudoceras,klausi,,,,,
,Stenomylus crassipes      ,Stenomylus,crassipes,,,,,
,Tapiravus rarus      ,Tapiravus,rarus,,,,,
,Nannippus parvulus      ,Nannippus,parvulus,,,,,
,Miohippus condoni      ,Miohippus,condoni,,,,,
,Michenia deschutensis      ,Michenia,deschutensis,,,,,
,Oromerycinae gen. and sp. indet. No. 2 ,Oromerycinae,gen.,and,sp.,indet.,No.,2
,Subhyracodon copei      ,Subhyracodon,copei,,,,,
,Ticholeptus sp.      ,Ticholeptus,sp.,,,,,
