,LIDNUM,NAME,LOC_SYNONYMS,COUNTRY,STATE,COUNTY,BFA_MAX,BFA_MIN,MAX_AGE,MIN_AGE,CHRON,
16800,10371,Central Great Plains CP75BB,CP75BB,United States of America,CO,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
16833,10372,Central Great Plains CP75C,CP75C,United States of America,CO,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
16862,10373,Central Great Plains CP76A,CP76A,United States of America,CO,,barstovian-1,barstovian-1,15.97,14.78,?Ba1,
16864,10374,Central Great Plains CP76B,CP76B,United States of America,CO,Logan,barstovian-2,barstovian-2,14.78,12.57,Ba2,
16901,10375,Central Great Plains CP76II,CP76II,United States of America,CO,,clarendonian-1,clarendonian-1,12.57,12.11,Cl1,
16902,10376,Central Great Plains CP76III,CP76III,United States of America,CO,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
16903,10377,Central Great Plains CP77,CP77,United States of America,CO,,hemphillian-1,hemphillian-2,9.07,6.88,Hh1-Hh2,
16904,10378,Central Great Plains CP78,CP78,United States of America,CO,Yuma,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
16930,10143,Central Great Plains CP7A,CP7A,United States of America,UT,,uintan-3,uintan-3,42.78,39.83,Ui3,
16942,10144,Central Great Plains CP7B,CP7B,United States of America,UT,,uintan-3,uintan-3,42.78,39.83,Ui3,
16947,10145,Central Great Plains CP7C,CP7C,United States of America,UT,,duchesnean,duchesnean,39.83,37.39,Du,
16963,10146,Central Great Plains CP8,CP8,United States of America,UT,,duchesnean,duchesnean,39.83,37.39,Du,
16964,10379,Central Great Plains CP80,CP80,United States of America,CO,Las Animas,blancan-early,blancan-early,4.91,2.63,E Bl,
16977,10380,Central Great Plains CP81,CP81,United States of America,CO,,blancan-late,blancan-late,2.63,1.8,L Bl,
16978,10381,Central Great Plains CP82,CP82,United States of America,SD,Harding,duchesnean,duchesnean,39.83,37.39,Du,
16984,10382,Central Great Plains CP83A,CP83A,United States of America,SD,Pennington & others,chadronian-1,chadronian-1,37.39,35.92,Ch1,
17007,10383,Central Great Plains CP83B,CP83B,United States of America,SD,Pennington,chadronian-3,chadronian-3,35.24,34.7,Ch3,
17031,10384,Central Great Plains CP83C,CP83C,United States of America,SD,Pennington & others,chadronian-4,chadronian-4,34.7,33.9,Ch4,
17075,10385,Central Great Plains CP84A,CP84A,United States of America,SD,Pennington & others,orellan-1,orellan-4,33.9,32.1,Or1-Or4,
17160,10386,Central Great Plains CP84B,CP84B,United States of America,SD,Pennington & others,whitneyan-1,whitneyan-2,32.1,29.75,Wh1-Wh2,
17255,10387,Central Great Plains CP84C,CP84C,United States of America,SD,Fall River: Shannon,whitneyan-2,arikareean-1,31.4,28,Wh2-Ar1,
17295,10389,Central Great Plains CP85A,CP85A,United States of America,SD,Shannon,whitneyan-2,whitneyan-2,31.4,29.75,Wh2,
17323,10390,Central Great Plains CP85B,CP85B,United States of America,SD,Shannon,arikareean-1,arikareean-1,29.75,28,Ar1,
17333,10391,Central Great Plains CP85C,CP85C,United States of America,SD,Shannon,arikareean-1,arikareean-1,29.75,28,Ar1,
17409,10392,Central Great Plains CP85D,CP85D,United States of America,SD,Shannon,arikareean-1,arikareean-2,29.75,22.2,Ar1-Ar2,
17420,10393,Central Great Plains CP86A,CP86A,United States of America,SD,Shannon,arikareean-1,arikareean-1,29.75,28,Ar1,
17434,10394,Central Great Plains CP86B,CP86B,United States of America,SD,Shannon,arikareean-2,arikareean-2,28,22.2,Ar2,
17488,10395,Central Great Plains CP86C,CP86C,United States of America,SD,Shannon,arikareean-3,arikareean-3,22.2,19.09,Ar3,
17513,10396,Central Great Plains CP86D,CP86D,United States of America,SD,Shannon,arikareean-4,arikareean-4,19.09,18.5,Ar4,
17556,10397,Central Great Plains CP86E,CP86E,United States of America,SD,Shannon,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
17559,10398,Central Great Plains CP86F,CP86F,United States of America,SD,,hemingfordian-1,hemingfordian-2,18.5,15.97,He1-He2,
17564,10399,Central Great Plains CP87A,CP87A,United States of America,SD,Tripp,arikareean-2,arikareean-2,28,22.2,Ar2,
17574,10400,Central Great Plains CP87B,CP87B,United States of America,SD,Tripp and Cherry,barstovian-2,barstovian-2,14.78,12.57,Ba2,
17587,10401,Central Great Plains CP87II,CP87II,United States of America,SD,,arikareean-3,hemphillian-3,22.2,5.91,Ar3-Hh3,
17588,10402,Central Great Plains CP88,CP88,United States of America,SD,Bennett,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
17628,10403,Central Great Plains CP89,CP89,United States of America,SD,Brule and Gregory,barstovian-2,barstovian-2,14.78,12.57,Ba2,
17649,10404,Central Great Plains CP89II,CP89II,United States of America,SD,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
17650,10147,Central Great Plains CP9,CP9,United States of America,UT,,chadronian-1,chadronian-2,37.39,35.24,Ch1-Ch2,
17653,10405,Central Great Plains CP90A,CP90A,United States of America,SD,Todd and Bennett,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
17712,10406,Central Great Plains CP90B,CP90B,United States of America,SD,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
17727,10407,Central Great Plains CP94,CP94,United States of America,SD,Douglas,blancan-late,blancan-late,2.63,1.8,L Bl,
17733,10408,Central Great Plains CP95,CP95,United States of America,SD,Gregory:Yankton:Clay,blancan-late,blancan-late,2.63,1.8,L Bl,
17737,10409,Central Great Plains CP96,CP96,United States of America,SD,Custer & others,blancan-late,blancan-late,2.63,1.8,L Bl,
17741,10410,Central Great Plains CP97,CP97,United States of America,SD,Charles Mix: Tripp,blancan-late,blancan-late,2.63,1.8,L Bl,
17747,10411,Central Great Plains CP97II,CP97II,United States of America,SD,,blancan-late,irvingtonian-1,2.63,0.9,L Bl or E Ir,
17758,10412,Central Great Plains CP98A,CP98A,United States of America,NE,Sioux & Dawes,chadronian-2,chadronian-2,35.92,35.24,Ch2,
17770,10413,Central Great Plains CP98B,CP98B,United States of America,NE,Sioux & Dawes,chadronian-3,chadronian-3,35.24,34.7,Ch3,
17831,10414,Central Great Plains CP98BB,CP98BB,United States of America,NE,Sioux & Dawes,chadronian-3,chadronian-4,35.24,33.9,Ch3-Ch4,
17839,10415,Central Great Plains CP98C,CP98C,United States of America,NE,Sioux & Dawes,chadronian-4,chadronian-4,34.7,33.9,Ch4,
17893,10416,Central Great Plains CP99A,CP99A,United States of America,NE,,orellan-1,orellan-4,33.9,32.1,Or1-Or4,
17976,10417,Central Great Plains CP99B,CP99B,United States of America,NE,,whitneyan-1,whitneyan-2,32.1,29.75,Wh1-Wh2,
18024,10418,Central Great Plains CP99C,CP99C,United States of America,NE,,arikareean-1,arikareean-1,29.75,28,Ar1,
18049,10419,Central Great Plains CP99D,CP99D,United States of America,NE,,arikareean-1,arikareean-2,29.75,22.2,Ar1-Ar2,
18050,10148,Central Great Plains CP9II,CP9II,United States of America,UT,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
19573,28502,Chula Vista,SDMNH 3782: SDMNH 4198: SDMNH 3468,United States of America,California,San Diego,piacenzian,piacenzian,3.6,2.58,NA,
19717,28538,Claremont,Eastover west,United States of America,Virginia,Surry,zanclean,zanclean,5.333,3.6,NA,
20091,28558,Cooper River,,United States of America,South Carolina,Charleston,zanclean,zanclean,5.333,3.6,NA,
20453,28531,Coursen garden,LACM 1098,United States of America,California,Los Angeles,hemingfordian,hemingfordian,18.5,15.97,NA,
20750,28561,Cross Quarry,,United States of America,South Carolina,Berkeley,piacenzian,piacenzian,3.6,2.58,NA,
21408,28461,Deer Creek,,United States of America,Oregon,Lincoln,chattian,chattian,27.82,23.03,NA,
21843,28501,Dicalite Quarry,UCMP V88018: Lomita S: UCMP V36118: UCMP V3413,United States of America,California,Los Angeles,clarendonian,clarendonian,12.57,9.07,NA,
22416,28489,Drakes Beach,,United States of America,California,Marin,messinian,messinian,7.246,5.333,NA,
22833,10508,East Coast Marine EM1,EM1,United States of America,NJ,Monmouth,bridgerian-1,bridgerian-3,51.91,47.96,Br1-Br3,
22835,10518,East Coast Marine EM8B,EM8B,United States of America,NC,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
22846,10521,East Coast Marine EM9,EM9,United States of America,SC,,blancan-early,blancan-late,4.91,1.8,E Bl-L Bl,
23827,28498,Empire,,United States of America,Oregon,Coos,messinian,messinian,7.246,5.333,NA,
25536,28552,Fort Green Mine,,United States of America,Florida,Polk,hemphillian,hemphillian,9.07,4.91,NA,
25538,28550,Fort Meade Mine,Tencor,United States of America,Florida,Polk,zanclean,zanclean,5.333,3.6,NA,
25574,28497,Fossil Point,,United States of America,Oregon,Curry,tortonian,tortonian,11.63,7.246,NA,
26364,28549,Gardinier Mine,Whidden Creek,United States of America,Florida,Polk,zanclean,zanclean,5.333,3.6,NA,
26416,28565,Garland Langley Pit,,United States of America,North Carolina,Martin,zanclean,zanclean,5.333,3.6,NA,
27115,28479,Glen Canyon Road,Glen Canyon Road 1: Glen Canyon Road 3: Glen Canyon Road 2,United States of America,California,Santa Cruz,tortonian,tortonian,11.63,7.246,NA,
27257,28567,Goldsboro,USGS Station 60,United States of America,North Carolina,Wayne,zanclean,zanclean,5.333,3.6,NA,
27778,28522,Granite Canyon 2,UCMP V-71013,United States of America,Kern,NA,langhian,langhian,15.97,13.82,NA,
27909,29353,Gray Fossil Site,,United States of America,Tennessee,NA,hemphillian-4,blancan-1,5.91,4.61,NA,
27965,28566,Green Mill Run,,United States of America,North Carolina,Pitt,zanclean,zanclean,5.333,3.6,NA,
28258,10562,Gulf Coast GC10A,GC10A,United States of America,FL,Polk SouthToDesoto?,barstovian-1,barstovian-1,15.97,14.78,Ba1,
28269,10563,Gulf Coast GC10AA,GC10AA,United States of America,FL,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
28270,10564,Gulf Coast GC10B,GC10B,United States of America,FL,Polk,barstovian-2,barstovian-2,14.78,12.57,Ba2,
28285,10565,Gulf Coast GC10C,GC10C,United States of America,FL,,clarendonian-1,clarendonian-2,12.57,10.09,Cl1-Cl2,
28294,10566,Gulf Coast GC10D,GC10D,United States of America,FL,Marion,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
28311,10567,Gulf Coast GC11A,GC11A,United States of America,FL,Alachua,clarendonian-3,clarendonian-3,10.09,9.07,Cl3,
28350,10568,Gulf Coast GC11B,GC11B,United States of America,FL,Alachua,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
28379,10569,Gulf Coast GC11C,GC11C,United States of America,FL,,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
28394,10570,Gulf Coast GC11D,GC11D,United States of America,FL,,hemphillian-1,hemphillian-2,9.07,6.88,Hh1 or Hh2,
28411,10571,Gulf Coast GC12,GC12,United States of America,FL,,hemphillian-2,hemphillian-2,7.59,6.88,?Hh2,
28414,10572,Gulf Coast GC12IIA,GC12IIA,United States of America,FL,,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
28438,10573,Gulf Coast GC12IIB,GC12IIB,United States of America,FL,,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
28441,10574,Gulf Coast GC13A,GC13A,United States of America,FL,Manatee,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
28456,10575,Gulf Coast GC13B,GC13B,United States of America,FL,Polk,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
28511,10576,Gulf Coast GC14A,GC14A,United States of America,FL,Columbia,blancan-late,blancan-late,2.63,1.8,L Bl,
28537,10577,Gulf Coast GC14B,GC14B,United States of America,FL,,blancan-late,blancan-late,2.63,1.8,L Bl,
28539,10579,Gulf Coast GC14C,GC14C,United States of America,FL,,blancan-late,blancan-late,2.63,1.8,L Bl,
28541,10580,Gulf Coast GC14D,GC14D,United States of America,FL,,blancan-late,blancan-late,2.63,1.8,L Bl,
28544,10581,Gulf Coast GC15A,GC15A,United States of America,FL,Alachua,blancan-late,blancan-late,2.63,1.8,L Bl,
28571,10582,Gulf Coast GC15B,GC15B,United States of America,FL,,blancan-late,blancan-late,2.63,1.8,L Bl,
28584,10583,Gulf Coast GC15C,GC15C,United States of America,FL,,blancan-late,blancan-late,2.63,1.8,L Bl,
28634,10584,Gulf Coast GC15D,GC15D,United States of America,FL,,blancan-late,irvingtonian-1,2.63,0.9,L Bl-E Ir,
28664,10585,Gulf Coast GC15E,GC15E,United States of America,FL,,irvingtonian-1,irvingtonian-1,1.8,0.9,E Ir,
28683,10586,Gulf Coast GC15F,GC15F,United States of America,FL,,irvingtonian-2,irvingtonian-2,0.9,0.39,M Ir,
28702,10587,Gulf Coast GC16,GC16,United States of America,FL,Pinellas,blancan-late,blancan-late,2.63,1.8,L Bl,
28711,10588,Gulf Coast GC17A,GC17A,United States of America,FL,Sarasota & Charlotte,blancan-late,blancan-late,2.63,1.8,L Bl,
28733,10589,Gulf Coast GC17B,GC17B,United States of America,FL,,blancan-late,blancan-late,2.63,1.8,L Bl,
28754,10590,Gulf Coast GC18IIA,GC18IIA,United States of America,FL,,blancan-late,blancan-late,2.63,1.8,L Bl,
28759,10591,Gulf Coast GC18IIB,GC18IIB,United States of America,FL,,blancan-late,blancan-late,2.63,1.8,L Bl,
28786,10592,Gulf Coast GC18IIIA,GC18IIIA,United States of America,FL,,irvingtonian-1,irvingtonian-1,1.8,0.9,E Ir,
28821,10593,Gulf Coast GC18IIIB,GC18IIIB,United States of America,FL,,irvingtonian-1,irvingtonian-1,1.8,0.9,E Ir,
28836,10594,Gulf Coast GC18IIIC,GC18IIIC,United States of America,FL,,irvingtonian-1,irvingtonian-1,1.8,0.9,E Ir,
28844,10595,Gulf Coast GC18IV,GC18IV,United States of America,FL,,irvingtonian-1,irvingtonian-1,1.8,0.9,E Ir,
28870,10596,Gulf Coast GC19,GC19,United States of America,LA,Williamsbrg:Berkeley,torrejonian-2,torrejonian-2,63.49,62.52,To2,
28871,10528,Gulf Coast GC2,GC2,United States of America,TX,Walker: San Jacinto,arikareean-4,arikareean-4,19.09,18.5,Ar4,
28875,10597,Gulf Coast GC20II,GC20II,United States of America,SC,,wasatchian-2,wasatchian-3,55.54,54.61,Wa2-Wa3,
28876,10598,Gulf Coast GC21,GC21,United States of America,MS,Lauderdale,wasatchian-2,wasatchian-3,55.54,54.61,Wa2-Wa3,
28877,10599,Gulf Coast GC21II,GC21II,United States of America,MS,Lauderdale,wasatchian-2,wasatchian-3,55.54,54.61,Wa2-Wa3,
28899,10606,Gulf Coast GC23A,GC23A,United States of America,AK,,uintan-3,duchesnean,42.78,37.39,Ui3-Du,
28902,10608,Gulf Coast GC24,GC24,United States of America,MS,,orellan-1,orellan-2,33.9,33.1,Or1-2,
28904,10609,Gulf Coast GC24II,GC24II,United States of America,AL,Escambia,arikareean-3,arikareean-4,22.2,18.5,Ar3-Ar4,
28905,10610,Gulf Coast GC26,GC26,United States of America,LA,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
28907,10611,Gulf Coast GC27,GC27,United States of America,AL,Mobile,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
28924,10612,Gulf Coast GC29,GC29,United States of America,LA,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
28926,10613,Gulf Coast GC31,GC31,United States of America,GA,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
28927,10529,Gulf Coast GC3A,GC3A,United States of America,TX,Grimes: Washington,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
28938,10530,Gulf Coast GC3B,GC3B,United States of America,TX,Grimes: Washington,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
28960,10531,Gulf Coast GC3II,GC3II,United States of America,TX,Washington,arikareean-4,hemingfordian-1,19.09,17.34,?Ar4-He1,
28961,10532,Gulf Coast GC4A,GC4A,United States of America,TX,Walker & San Jacinto,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
28965,10533,Gulf Coast GC4B,GC4B,United States of America,TX,Washington & others,barstovian-1,barstovian-1,15.97,14.78,Ba1,
28978,10534,Gulf Coast GC4C,GC4C,United States of America,TX,Polk,barstovian-1,barstovian-1,15.97,14.78,Ba1,
29016,10535,Gulf Coast GC4D,GC4D,United States of America,TX,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
29028,10536,Gulf Coast GC4DD,GC4DD,United States of America,LA,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
29046,10537,Gulf Coast GC4E,GC4E,United States of America,TX,San Jacinto & Polk,barstovian-2,barstovian-2,14.78,12.57,Ba2,
29076,10538,Gulf Coast GC5A,GC5A,United States of America,TX,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
29102,10539,Gulf Coast GC5B,GC5B,United States of America,TX,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
29122,10540,Gulf Coast GC6A,GC6A,United States of America,TX,Bee & Goliad,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
29142,10541,Gulf Coast GC6B,GC6B,United States of America,TX,Bee & Goliad,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
29172,10542,Gulf Coast GC6C,GC6C,United States of America,TX,Bee & Goliad,hemphillian-1,hemphillian-3,9.07,5.91,Hh1-Hh3,
29173,10543,Gulf Coast GC6D,GC6D,United States of America,TX,San Patricio,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
29181,10544,Gulf Coast GC7,GC7,United States of America,FL,,whitneyan-2,arikareean-1,31.4,28,Wh2 or Ar1,
29190,10545,Gulf Coast GC7II,GC7II,United States of America,FL,,arikareean-3,arikareean-4,22.2,18.5,?Ar3-Ar4,
29191,10546,Gulf Coast GC8A,GC8A,United States of America,FL,Suwanee,arikareean-2,arikareean-3,28,19.09,Ar2-Ar3,
29207,10547,Gulf Coast GC8AA,GC8AA,United States of America,FL,,arikareean-2,arikareean-2,28,22.2,Ar2,
29232,10548,Gulf Coast GC8AB,GC8AB,United States of America,FL,,arikareean-2,arikareean-2,28,22.2,Ar2,
29247,10549,Gulf Coast GC8AC,GC8AC,United States of America,FL,,arikareean-2,arikareean-3,28,19.09,Ar2,
29248,10550,Gulf Coast GC8B,GC8B,United States of America,FL,Hernando & Marion,arikareean-3,arikareean-3,22.2,19.09,Ar3,
29274,10551,Gulf Coast GC8C,GC8C,United States of America,FL,Alachua,arikareean-4,arikareean-4,19.09,18.5,Ar4,
29279,10552,Gulf Coast GC8D,GC8D,United States of America,FL,,hemingfordian-1,hemingfordian-2,18.5,15.97,He1-He2,
29311,10553,Gulf Coast GC8DA,GC8DA,United States of America,FL,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
29312,10554,Gulf Coast GC8DB,GC8DB,United States of America,FL,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
29327,10555,Gulf Coast GC8E,GC8E,United States of America,FL,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
29331,10556,Gulf Coast GC8F,GC8F,United States of America,FL,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
29344,10557,Gulf Coast GC9A,GC9A,United States of America,FL,Leon & Gadsden,hemingfordian-1,hemingfordian-2,18.5,15.97,He1-He2,
29356,10558,Gulf Coast GC9B,GC9B,United States of America,FL,Gadsden,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
29367,10559,Gulf Coast GC9C,GC9C,United States of America,FL,Gadsden,barstovian-1,barstovian-1,15.97,14.78,Ba1,
29386,10560,Gulf Coast GC9II,GC9II,United States of America,FL,,hemingfordian-1,barstovian-1,18.5,14.78,He1-Ba1,
29388,10561,Gulf Coast GC9III,GC9III,United States of America,FL,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
29888,28466,Half Moon Bay,,United States of America,California,San Mateo,zanclean,gelasian,5.333,1.8,NA,
30516,28544,Heliaster,El Jobean,United States of America,Florida,Charlotte,blancan,blancan,4.91,1.8,NA,
32344,28521,Iron Mountain Bed,,United States of America,Oregon,Lincoln,burdigalian,burdigalian,20.44,15.97,NA,
32691,28555,Jacksonville,Jacksonville Harbor: Sait Johns River: Mayport Naval Station: Duck Island,United States of America,Florida,Duval,neogene,neogene,23.03,2.58,NA,
35280,28516,Kettleman Hills,,United States of America,California,Kings,zanclean,zanclean,5.333,3.6,NA,
38670,28467,La Joyja,,Mexico,Baja California,NA,blancan,blancan,4.91,1.8,NA,
39190,28530,Ladera Bridge,,United States of America,California,San Mateo,langhian,langhian,15.97,13.82,NA,
40840,28476,Lawrence Canyon,Lawrence Canyon 6: Lawrence Canyon 5: Lawrence Canyon 3,United States of America,California,San Diego,hemphillian,hemphillian,9.07,4.91,NA,
40986,28564,Lee Creek Mine,,United States of America,North Carolina,Beaufort,zanclean,zanclean,5.333,3.6,NA,
41235,28545,Leisey Shell Pit,,United States of America,Florida,Hillsborough,piacenzian,piacenzian,3.6,2.58,NA,
42153,28536,Little River,,United States of America,South Carolina,Horry,pleistocene,pleistocene,2.58,0.0117,NA,
42438,28487,Locality 11,UCR locality RV-6505: RV-6505,Mexico,Baja California,NA,messinian,messinian,7.246,5.333,NA,
42679,28477,Lompoc Quarry,,United States of America,California,Santa Barbara,tortonian,tortonian,11.63,7.246,NA,
45343,28569,Martin Marietta Borrow Pit,,United States of America,North Carolina,Craven,zanclean,zanclean,5.333,3.6,NA,
45962,28556,Mayport,,United States of America,Florida,Duval,neogene,neogene,23.03,2.58,NA,
46273,28508,Mesa Los Indios,,Mexico,Baja California,NA,serravallian,serravallian,13.82,11.63,NA,
46875,28462,Mission Viejo,,United States of America,California,Orange,burdigalian,langhian,20.44,13.82,NA,
48119,28496,Moss Beach,,United States of America,California,San Mateo,messinian,messinian,7.246,5.333,NA,
48445,28537,Murfreesboro,Murfreesborough,United States of America,North Carolina,Hertford,zanclean,zanclean,5.333,3.6,NA,
49396,28571,Neuse River,Mill Creek: Smith Gut: Benners Estate: Beard Creek: Burton Farm,United States of America,North Carolina,Pamlico,zanclean,zanclean,5.333,3.6,NA,
50252,10711,Northern East Coast NC0,NC0,United States of America,MD,,tiffanian-3,tiffanian-3,59.61,58.63,?Ti3,
50256,10712,Northern East Coast NC0II,NC0II,United States of America,VA,,wasatchian-1,wasatchian-7,55.79,52.11,Wa1-Wa7,
50257,10713,Northern East Coast NC1A,NC1A,United States of America,NJ,Monmouth,arikareean-3,arikareean-3,22.2,19.09,Ar3,
50264,10714,Northern East Coast NC1B,NC1B,United States of America,NJ,Monmouth,arikareean-3,arikareean-3,22.2,19.09,Ar3,
50265,10716,Northern East Coast NC2B,NC2B,United States of America,DE,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
50279,10721,Northern East Coast NC3A,NC3A,United States of America,MD,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
50280,10722,Northern East Coast NC3B,NC3B,United States of America,MD,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
50288,10723,Northern East Coast NC4,NC4,United States of America,MD,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
50290,10724,Northern East Coast NC5,NC5,United States of America,MD,,clarendonian-2,clarendonian-2,12.11,10.09,?Cl2,
50291,10725,Northern East Coast NC6,NC6,United States of America,MD,Charles,blancan-late,blancan-late,2.63,1.8,L Bl,
50292,10647,Northern Great Basin NB10,NB10,United States of America,CA,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
50307,10648,Northern Great Basin NB11,NB11,United States of America,CA,,hemphillian-1,hemphillian-2,9.07,6.88,Hh1-Hh2,
50316,10649,Northern Great Basin NB12A,NB12A,United States of America,CA,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
50319,10651,Northern Great Basin NB12B,NB12B,United States of America,CA,,blancan-early,blancan-early,4.91,2.63,E Bl,
50325,10652,Northern Great Basin NB12C,NB12C,United States of America,CA,,blancan-late,blancan-late,2.63,1.8,L Bl,
50326,10653,Northern Great Basin NB12II,NB12II,United States of America,CA,,blancan-late,blancan-late,2.63,1.8,L Bl,
50327,10654,Northern Great Basin NB13A,NB13A,United States of America,CA,,blancan-early,blancan-early,4.91,2.63,E Bl,
50339,10655,Northern Great Basin NB13B,NB13B,United States of America,CA,,blancan-early,blancan-early,4.91,2.63,E Bl,
50368,10656,Northern Great Basin NB13C,NB13C,United States of America,CA,,blancan-late,irvingtonian-1,2.63,0.9,L Bl-E Ir,
50418,10657,Northern Great Basin NB14,NB14,United States of America,NV,,bridgerian-2,bridgerian-2,49.27,48.64,Br2,
50438,10658,Northern Great Basin NB15,NB15,United States of America,NV,,arikareean-1,arikareean-1,29.75,28,Ar1,
50439,10659,Northern Great Basin NB15II,NB15II,United States of America,NV,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
50440,10660,Northern Great Basin NB16,NB16,United States of America,NV,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
50442,10661,Northern Great Basin NB17,NB17,United States of America,NV,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
50467,10662,Northern Great Basin NB18A,NB18A,United States of America,NV,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
50497,10664,Northern Great Basin NB19A,NB19A,United States of America,NV,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
50508,10665,Northern Great Basin NB19B,NB19B,United States of America,NV,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
50509,10666,Northern Great Basin NB19C,NB19C,United States of America,NV,Lander: Elko: Eureka,clarendonian-3,clarendonian-3,10.09,9.07,Cl3,
50521,10621,Northern Great Basin NB1A,NB1A,United States of America,CA,,tiffanian-1,tiffanian-1,62.22,61.61,Ti1,
50529,10622,Northern Great Basin NB1B,NB1B,United States of America,CA,,tiffanian-1,tiffanian-2,62.22,59.61,Ti1-Ti2,
50537,10623,Northern Great Basin NB1C,NB1C,United States of America,CA,,tiffanian-2,tiffanian-2,61.61,59.61,Ti2,
50545,10624,Northern Great Basin NB1D,NB1D,United States of America,CA,,tiffanian-3,tiffanian-3,59.61,58.63,Ti3,
50549,10625,Northern Great Basin NB1E,NB1E,United States of America,CA,,tiffanian-4,tiffanian-4,58.63,58.24,Ti4,
50553,10626,Northern Great Basin NB1F,NB1F,United States of America,CA,,tiffanian-5,tiffanian-5,58.24,57.66,Ti5,
50554,10627,Northern Great Basin NB2,NB2,United States of America,CA,Inyo,duchesnean,duchesnean,39.83,37.39,Du,
50564,10667,Northern Great Basin NB20A,NB20A,United States of America,NV,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
50580,10668,Northern Great Basin NB20B,NB20B,United States of America,NV,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
50581,10669,Northern Great Basin NB21,NB21,United States of America,NV,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
50588,10670,Northern Great Basin NB22A,NB22A,United States of America,NV,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
50591,10671,Northern Great Basin NB22B,NB22B,United States of America,NV,,hemphillian-1,hemphillian-4,9.07,4.91,?Hh1-Hh4,
50592,10673,Northern Great Basin NB23A,NB23A,United States of America,NV,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
50593,10674,Northern Great Basin NB23B,NB23B,United States of America,NV,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
50637,10675,Northern Great Basin NB23C,NB23C,United States of America,NV,Mineral:NyeEsmeralda,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
50677,10676,Northern Great Basin NB24,NB24,United States of America,NV,Mineral,barstovian-2,barstovian-2,14.78,12.57,Ba2,
50678,10677,Northern Great Basin NB24II,NB24II,United States of America,NV,,barstovian-2,barstovian-2,14.78,12.57,?Ba2,
50679,10678,Northern Great Basin NB25A,NB25A,United States of America,NV,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
50681,10679,Northern Great Basin NB25B,NB25B,United States of America,NV,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
