,LIDNUM,NAME,LOC_SYNONYMS,COUNTRY,STATE,COUNTY,BFA_MAX,BFA_MIN,MAX_AGE,MIN_AGE,CHRON,
55954,10892,Pacific Northwest PN1B,PN1B,United States of America,WA,,arikareean-2,arikareean-2,28,22.2,Ar2,
55956,10893,Pacific Northwest PN1II,PN1II,United States of America,WA,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
55957,10945,Pacific Northwest PN20,PN20,United States of America,ID,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
55958,10947,Pacific Northwest PN21B,PN21B,United States of America,ID,,hemphillian-1,hemphillian-2,9.07,6.88,Hh1-Hh2,
55965,10948,Pacific Northwest PN22,PN22,United States of America,ID,,hemphillian-1,hemphillian-2,9.07,6.88,Hh1-Hh2,
55967,10949,Pacific Northwest PN22II,PN22II,United States of America,ID,,hemphillian-1,hemphillian-2,9.07,6.88,Hh1-Hh2,
55969,10950,Pacific Northwest PN23A,PN23A,United States of America,ID,,blancan-early,blancan-early,4.91,2.63,E Bl,
56022,10951,Pacific Northwest PN23B,PN23B,United States of America,ID,,blancan-early,blancan-early,4.91,2.63,E Bl,
56026,10952,Pacific Northwest PN23C,PN23C,United States of America,ID,,blancan-late,blancan-late,2.63,1.8,L Bl,
56059,10894,Pacific Northwest PN2A,PN2A,United States of America,WA,,clarendonian-3,clarendonian-3,10.09,9.07,Cl3,
56069,10895,Pacific Northwest PN2B,PN2B,United States of America,WA,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
56072,10896,Pacific Northwest PN3A,PN3A,United States of America,WA,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
56073,10897,Pacific Northwest PN3B,PN3B,United States of America,WA,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
56075,10898,Pacific Northwest PN3C,PN3C,United States of America,WA,,blancan-early,blancan-early,4.91,2.63,E Bl,
56101,10899,Pacific Northwest PN3D,PN3D,United States of America,WA,,blancan-late,blancan-late,2.63,1.8,L Bl,
56102,10900,Pacific Northwest PN4,PN4,United States of America,WA,,blancan-early,blancan-early,4.91,2.63,E Bl,
56136,10901,Pacific Northwest PN5A,PN5A,United States of America,OR,,bridgerian-3,bridgerian-3,48.64,47.96,Br3,
56140,10902,Pacific Northwest PN5B,PN5B,United States of America,OR,,uintan-2,uintan-2,45.38,42.78,Ui2,
56152,10903,Pacific Northwest PN6A,PN6A,United States of America,OR,,chadronian-1,chadronian-4,37.39,33.9,Ch1-Ch4,
56157,10904,Pacific Northwest PN6B,PN6B,United States of America,OR,,orellan-1,orellan-4,33.9,32.1,Or1-Or4,
56161,10905,Pacific Northwest PN6B1,PN6B1,United States of America,OR,,whitneyan-2,whitneyan-2,31.4,29.75,Wh2,
56165,10906,Pacific Northwest PN6C,PN6C,United States of America,OR,,whitneyan-2,whitneyan-2,31.4,29.75,Wh2,
56189,10907,Pacific Northwest PN6D,PN6D,United States of America,OR,,arikareean-1,arikareean-1,29.75,28,Ar1,
56232,10908,Pacific Northwest PN6E,PN6E,United States of America,OR,,arikareean-1,arikareean-1,29.75,28,Ar1,
56264,10909,Pacific Northwest PN6F,PN6F,United States of America,OR,,arikareean-2,arikareean-2,28,22.2,Ar2,
56319,10910,Pacific Northwest PN6G,PN6G,United States of America,OR,,arikareean-3,arikareean-3,22.2,19.09,Ar2,
56379,10911,Pacific Northwest PN6H,PN6H,United States of America,OR,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
56396,10912,Pacific Northwest PN6I,PN6I,United States of America,OR,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
56397,10913,Pacific Northwest PN6J,PN6J,United States of America,OR,,arikareean-4,arikareean-4,19.09,18.5,Ar4,
56414,10914,Pacific Northwest PN6K,PN6K,United States of America,OR,,hemingfordian-1,hemingfordian-1,18.5,17.34,Ar3,
56430,10915,Pacific Northwest PN6L,PN6L,United States of America,OR,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
56437,10916,Pacific Northwest PN7,PN7,United States of America,OR,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
56471,10917,Pacific Northwest PN7II,PN7II,United States of America,OR,,barstovian-1,barstovian-2,15.97,12.57,Ba1-Ba2,
56475,10918,Pacific Northwest PN7III,PN7III,United States of America,OR,,barstovian-1,barstovian-2,15.97,12.57,Ba1-Ba2,
56477,10919,Pacific Northwest PN8A,PN8A,United States of America,OR,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
56489,10920,Pacific Northwest PN8B,PN8B,United States of America,OR,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
56533,10921,Pacific Northwest PN9A,PN9A,United States of America,OR,,barstovian-1,barstovian-2,15.97,12.57,Ba1-Ba2,
56550,10922,Pacific Northwest PN9B,PN9B,United States of America,OR,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
56617,28515,Painted Gorge,,United States of America,California,Imperial,messinian,messinian,7.246,5.333,NA,
57279,28548,Payne Creek Mine,TRO Quarry,United States of America,Florida,Polk,zanclean,zanclean,5.333,3.6,NA,
58351,28554,Phosphoria Mine,,United States of America,Florida,Polk,hemphillian,hemphillian,9.07,4.91,NA,
59025,28499,Point Reyes,UCMP V6931: UCMP V6930,United States of America,California,Marin,tortonian,tortonian,11.63,7.246,NA,
59026,28490,Point Santa Cruz,,United States of America,California,Santa Cruz,messinian,messinian,7.246,5.333,NA,
59090,28464,Pomponio State Beach,,United States of America,California,San Mateo,gelasian,gelasian,2.58,1.8,NA,
59977,28529,Punta Gorda,,United States of America,Florida,Charlotte,irvingtonian,irvingtonian,1.8,0.2,NA,
60268,28457,Pyramid Hill,,United States of America,California,Kern,arikareean,barstovian,29.75,12.57,NA,
60491,28562,Quankey Creek,,United States of America,North Carolina,Halifax,zanclean,zanclean,5.333,3.6,NA,
60865,28503,Rancho del Rey,,United States of America,California,San Diego,blancan,blancan,4.91,1.8,NA,
63683,28500,San Clemente,LACM 4631,United States of America,California,Orange,messinian,messinian,7.246,5.333,NA,
63697,28463,San Diego Formation (Lower),,United States of America,California,San Diego,piacenzian,piacenzian,3.6,2.58,NA,
63736,28486,San Juan Capistrano,,United States of America,California,Orange,zanclean,zanclean,5.333,3.6,NA,
64446,28493,Santa Cruz 1,,United States of America,California,Santa Cruz,messinian,messinian,7.246,5.333,NA,
64461,28513,Santa Margarita,,United States of America,California,San Luis Obispo,zanclean,zanclean,5.333,3.6,NA,
64507,28475,Santa Rosalia,,Mexico,Baja California Sur,NA,pliocene,pliocene,5.333,2.58,NA,
65074,28465,Scotia Bluffs,,United States of America,California,Humboldt,piacenzian,calabrian,3.6,0.774,NA,
65076,29165,SDSNH Locality 3775,,United States of America,California,San Diego,rancholabrean,rancholabrean,0.2,0,Rancholabrean: MIS 5 interglacial,
65528,28505,Sharktooth Hill,,United States of America,California,Kern,langhian,langhian,15.97,13.82,NA,
67320,28491,Soquel Point,,United States of America,California,Santa Cruz,messinian,messinian,7.246,5.333,NA,
67447,10955,Southern Great Basin SB1,SB1,United States of America,AZ,Maricupa,orellan-1,orellan-1,33.9,33.4,Or1,
67448,10964,Southern Great Basin SB10,SB10,United States of America,AZ,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
67477,10965,Southern Great Basin SB11A,SB11A,United States of America,AZ,,clarendonian-1,clarendonian-3,12.57,9.07,Cl1-Cl3,
67478,10966,Southern Great Basin SB11B,SB11B,United States of America,AZ,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
67503,10967,Southern Great Basin SB12,SB12,United States of America,AZ,Yavapai,blancan-early,blancan-early,4.91,2.63,E Bl,
67528,10968,Southern Great Basin SB13,SB13,United States of America,AZ,,blancan-early,blancan-early,4.91,2.63,E Bl,
67546,10969,Southern Great Basin SB14A,SB14A,United States of America,AZ,Cochise,blancan-early,blancan-early,4.91,2.63,E Bl,
67572,10970,Southern Great Basin SB14B,SB14B,United States of America,AZ,Cochise,blancan-early,blancan-early,4.91,2.63,E Bl,
67588,10971,Southern Great Basin SB14C,SB14C,United States of America,AZ,,blancan-early,blancan-early,4.91,2.63,E Bl,
67605,10972,Southern Great Basin SB14D,SB14D,United States of America,AZ,Cochise,blancan-late,blancan-late,2.63,1.8,L Bl,
67630,10973,Southern Great Basin SB14E,SB14E,United States of America,AZ,,blancan-late,blancan-late,2.63,1.8,L Bl,
67647,10974,Southern Great Basin SB14F,SB14F,United States of America,AZ,Cochise,blancan-late,blancan-late,2.63,1.8,L Bl,
67671,10975,Southern Great Basin SB14G,SB14G,United States of America,AZ,,blancan-late,blancan-late,2.63,1.8,L Bl,
67674,10976,Southern Great Basin SB15A,SB15A,United States of America,AZ,Greenlee,blancan-early,blancan-early,4.91,2.63,E Bl,
67699,10977,Southern Great Basin SB15B,SB15B,United States of America,AZ,,blancan-early,blancan-early,4.91,2.63,E Bl,
67701,10978,Southern Great Basin SB15C,SB15C,United States of America,AZ,,blancan-early,blancan-early,4.91,2.63,E Bl,
67709,10979,Southern Great Basin SB16,SB16,United States of America,AZ,Santa Cruz,blancan-early,blancan-early,4.91,2.63,E Bl,
67717,10980,Southern Great Basin SB17,SB17,United States of America,AZ,,blancan-late,irvingtonian-1,2.63,0.9,L Bl - E Ir,
67730,10981,Southern Great Basin SB18A,SB18A,United States of America,AZ,,blancan-late,blancan-late,2.63,1.8,L Bl,
67748,10982,Southern Great Basin SB18A0,SB18A0,United States of America,AZ,,blancan-early,blancan-early,4.91,2.63,E Bl,
67751,10983,Southern Great Basin SB18B,SB18B,United States of America,AZ,,blancan-late,blancan-late,2.63,1.8,L Bl,
67779,10984,Southern Great Basin SB18C,SB18C,United States of America,AZ,,blancan-late,blancan-late,2.63,1.8,L Bl,
67783,10985,Southern Great Basin SB18D,SB18D,United States of America,AZ,,blancan-late,blancan-late,2.63,1.8,L Bl,
67790,10986,Southern Great Basin SB18E,SB18E,United States of America,AZ,,blancan-late,blancan-late,2.63,1.8,L Bl,
67791,10987,Southern Great Basin SB18II,SB18II,United States of America,AZ,,blancan-late,blancan-late,2.63,1.8,L Bl,
67811,10988,Southern Great Basin SB19,SB19,United States of America,AZ,Navajo,blancan-late,blancan-late,2.63,1.8,L Bl,
67813,10956,Southern Great Basin SB2,SB2,United States of America,AZ,Pima,whitneyan-2,arikareean-1,31.4,28,Wh2-Ar1,
67814,10989,Southern Great Basin SB20A,SB20A,United States of America,CO,,tiffanian-4,tiffanian-4,58.63,58.24,Ti4,
67835,10990,Southern Great Basin SB20B,SB20B,United States of America,CO,,tiffanian-5,tiffanian-5,58.24,57.66,Ti5,
67837,10991,Southern Great Basin SB20C,SB20C,United States of America,CO,,clarkforkian-2,clarkforkian-2,57.04,56.54,Cf2,
67838,10992,Southern Great Basin SB21,SB21,United States of America,CO,,wasatchian-7,wasatchian-7,53.07,52.11,Wa7,
67844,10993,Southern Great Basin SB22A,SB22A,United States of America,CO,,wasatchian-6,wasatchian-6,53.42,53.07,Wa6,
67860,10994,Southern Great Basin SB22B,SB22B,United States of America,CO,,wasatchian-7,wasatchian-7,53.07,52.11,Wa7,
67887,10995,Southern Great Basin SB22C,SB22C,United States of America,CO,,bridgerian-1,bridgerian-1,51.91,49.27,Br1,
67945,10996,Southern Great Basin SB22II,SB22II,United States of America,CO,,bridgerian-1,bridgerian-1,51.91,49.27,?Br1,
67946,10997,Southern Great Basin SB23A,SB23A,United States of America,NM,San Juan,puercan-2,puercan-2,65.83,64.1,Pu2,
67994,10998,Southern Great Basin SB23B,SB23B,United States of America,NM,San Juan,puercan-3,puercan-3,64.1,64.81,Pu3,
68028,10999,Southern Great Basin SB23C,SB23C,United States of America,NM,San Juan,torrejonian-1,torrejonian-1,64.81,63.49,To1,
68046,11000,Southern Great Basin SB23D,SB23D,United States of America,NM,Sandoval: Rio Arriba,torrejonian-1,torrejonian-2,64.81,62.52,To1-To2,
68050,11001,Southern Great Basin SB23DD,SB23DD,United States of America,NM,Sandoval: Rio Arriba,torrejonian-2,torrejonian-2,63.49,62.52,To2,
68054,11002,Southern Great Basin SB23E,SB23E,United States of America,NM,San Juan,torrejonian-2,torrejonian-2,63.49,62.52,To2,
68085,11003,Southern Great Basin SB23F,SB23F,United States of America,NM,San Juan,torrejonian-2,torrejonian-2,63.49,62.52,To2,
68120,11004,Southern Great Basin SB23G,SB23G,United States of America,NM,San Juan: Sandoval,torrejonian-3,torrejonian-3,62.52,62.22,To3,
68148,11005,Southern Great Basin SB23GG,SB23GG,United States of America,NM,San Juan,torrejonian-3,torrejonian-3,62.52,62.22,?To3,
68171,11006,Southern Great Basin SB23H,SB23H,United States of America,NM,San Juan: Sandoval,torrejonian-3,torrejonian-3,62.52,62.22,To3,
68214,11007,Southern Great Basin SB24,SB24,United States of America,NM,Rio Arriba: Sandoval,wasatchian-6,wasatchian-6,53.42,53.07,Wa6,
68301,11008,Southern Great Basin SB25A,SB25A,United States of America,NM,Sandoval: Santa Fe,wasatchian-6,wasatchian-6,53.42,53.07,Wa6,
68306,11009,Southern Great Basin SB25B,SB25B,United States of America,NM,Sandoval: Santa Fe,duchesnean,duchesnean,39.83,37.39,Du,
68313,11010,Southern Great Basin SB26A,SB26A,United States of America,NM,Soccoro (& Cibola?),bridgerian-1,bridgerian-1,51.91,49.27,Du,
68315,11011,Southern Great Basin SB26B,SB26B,United States of America,NM,Catron & others,duchesnean,duchesnean,39.83,37.39,Du,
68321,11012,Southern Great Basin SB26II,SB26II,United States of America,NM,Socorro (&Valencia?),bridgerian-3,bridgerian-3,48.64,47.96,Br3,
68325,11013,Southern Great Basin SB27A,SB27A,United States of America,NM,Sierra & others?,duchesnean,duchesnean,39.83,37.39,Du,
68327,11014,Southern Great Basin SB27B,SB27B,United States of America,NM,Sierra & others?,chadronian-1,chadronian-1,37.39,35.92,Ch1,
68330,11015,Southern Great Basin SB27II,SB27II,United States of America,NM,Sierra,chadronian-1,chadronian-1,37.39,35.92,Ch1,
68333,11016,Southern Great Basin SB28,SB28,United States of America,NM,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
68337,11017,Southern Great Basin SB28II,SB28II,United States of America,NM,,arikareean-1,arikareean-2,29.75,22.2,Ar1-Ar2,
68339,11018,Southern Great Basin SB29A,SB29A,United States of America,NM,Sandoval,arikareean-4,arikareean-4,19.09,18.5,Ar4,
68348,11019,Southern Great Basin SB29B,SB29B,United States of America,NM,Sandoval,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
68357,11020,Southern Great Basin SB29C,SB29C,United States of America,NM,Sandoval,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
68370,11021,Southern Great Basin SB29D,SB29D,United States of America,NM,Sandoval,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
68374,10957,Southern Great Basin SB3,SB3,United States of America,AZ,Yuma,arikareean-3,arikareean-3,22.2,19.09,?Ar3,
68376,11022,Southern Great Basin SB30A,SB30A,United States of America,NM,Sandoval,barstovian-1,barstovian-1,15.97,14.78,Ba1,
68380,11023,Southern Great Basin SB30B,SB30B,United States of America,NM,Sandoval,barstovian-2,barstovian-2,14.78,12.57,Ba2,
68390,11024,Southern Great Basin SB30B2,SB30B2,United States of America,NM,,barstovian-2,clarendonian-1,14.78,12.11,Ba2-Cl1,
68392,11025,Southern Great Basin SB30C,SB30C,United States of America,NM,Sandoval,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
68395,11026,Southern Great Basin SB31A,SB31A,United States of America,NM,Sierra,arikareean-3,arikareean-4,22.2,18.5,Ar3-Ar4,
68396,11027,Southern Great Basin SB31B,SB31B,United States of America,NM,Catron,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
68399,11028,Southern Great Basin SB31C,SB31C,United States of America,NM,Grant,blancan-late,blancan-late,2.63,1.8,L Bl,
68408,11029,Southern Great Basin SB31E,SB31E,United States of America,NM,,blancan-late,blancan-late,2.63,1.8,L Bl,
68409,11030,Southern Great Basin SB32A,SB32A,United States of America,NM,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
68423,11031,Southern Great Basin SB32AA,SB32AA,United States of America,NM,Santa Fe,barstovian-1,barstovian-1,15.97,14.78,Ba1,
68424,11032,Southern Great Basin SB32B,SB32B,United States of America,NM,Santa Fe,barstovian-1,barstovian-1,15.97,14.78,Ba1,
68466,11033,Southern Great Basin SB32C,SB32C,United States of America,NM,Rio Arriba ?,barstovian-2,barstovian-2,14.78,12.57,Ba2,
68477,11034,Southern Great Basin SB32D,SB32D,United States of America,NM,Santa Fe?,barstovian-2,barstovian-2,14.78,12.57,Ba2,
68538,11035,Southern Great Basin SB32E,SB32E,United States of America,NM,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
68543,11036,Southern Great Basin SB32EE,SB32EE,United States of America,NM,,barstovian-2,barstovian-2,14.78,12.57,Ba2,
68544,11037,Southern Great Basin SB32F,SB32F,United States of America,NM,Rio Arriba?,barstovian-2,barstovian-2,14.78,12.57,Ba2,
68564,11038,Southern Great Basin SB32FF,SB32FF,United States of America,NM,Rio Arriba?,barstovian-2,barstovian-2,14.78,12.57,Ba2,
68576,11039,Southern Great Basin SB32G,SB32G,United States of America,NM,Santa Fe?,clarendonian-1,clarendonian-2,12.57,10.09,Cl1-Cl2,
68594,11040,Southern Great Basin SB32H,SB32H,United States of America,NM,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
68600,11041,Southern Great Basin SB32HH,SB32HH,United States of America,NM,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
68603,11043,Southern Great Basin SB33A,SB33A,United States of America,NM,,clarendonian-1,clarendonian-1,12.57,12.11,Cl1,
68604,11044,Southern Great Basin SB33B,SB33B,United States of America,NM,Valencia,clarendonian-3,clarendonian-3,10.09,9.07,Cl3,
68608,11045,Southern Great Basin SB33C,SB33C,United States of America,NM,Valencia,blancan-late,blancan-late,2.63,1.8,L Bl,
68610,11047,Southern Great Basin SB33IIB,SB33IIB,United States of America,NM,Valencia,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
68619,11048,Southern Great Basin SB34A,SB34A,United States of America,NM,Rio Arriba,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
68653,11049,Southern Great Basin SB34B,SB34B,United States of America,NM,Rio Arriba,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
68661,11050,Southern Great Basin SB34C,SB34C,United States of America,NM,Rio Arriba,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
68684,11051,Southern Great Basin SB34D,SB34D,United States of America,NM,,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
68685,11052,Southern Great Basin SB34IIA,SB34IIA,United States of America,NM,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
68688,11053,Southern Great Basin SB34IIB,SB34IIB,United States of America,NM,,blancan-early,blancan-early,4.91,2.63,E Bl,
68699,11054,Southern Great Basin SB34III,SB34III,United States of America,NM,Sandoval,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
68702,11055,Southern Great Basin SB34IVA,SB34IVA,United States of America,NM,,blancan-late,blancan-late,2.63,1.8,L Bl,
68711,11056,Southern Great Basin SB34IVB,SB34IVB,United States of America,NM,,blancan-late,blancan-late,2.63,1.8,L Bl,
68715,11057,Southern Great Basin SB34V,SB34V,United States of America,NM,,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
68716,11058,Southern Great Basin SB35A,SB35A,United States of America,NM,,blancan-early,blancan-early,4.91,2.63,E Bl,
68728,11059,Southern Great Basin SB35B,SB35B,United States of America,NM,Sierra,blancan-early,blancan-early,4.91,2.63,E Bl,
68737,11060,Southern Great Basin SB35C,SB35C,United States of America,NM,,blancan-early,blancan-early,4.91,2.63,E Bl,
68742,11061,Southern Great Basin SB35D,SB35D,United States of America,NM,,blancan-early,blancan-early,4.91,2.63,E Bl,
68751,11062,Southern Great Basin SB36A,SB36A,United States of America,NM,Socorro,blancan-late,blancan-late,2.63,1.8,L Bl,
68755,11063,Southern Great Basin SB36B,SB36B,United States of America,NM,,blancan-late,blancan-late,2.63,1.8,L Bl,
68760,11064,Southern Great Basin SB36C,SB36C,United States of America,NM,,irvingtonian-1,irvingtonian-1,1.8,0.9,E Ir,
68765,11065,Southern Great Basin SB37A,SB37A,United States of America,NM,,blancan-early,blancan-early,4.91,2.63,E Bl,
68775,11066,Southern Great Basin SB37B,SB37B,United States of America,NM,,blancan-early,blancan-early,4.91,2.63,E Bl,
68782,11067,Southern Great Basin SB37C,SB37C,United States of America,NM,,blancan-late,blancan-late,2.63,1.8,L Bl,
68785,11068,Southern Great Basin SB37D,SB37D,United States of America,NM,Donaana,blancan-late,irvingtonian-1,2.63,0.9,L Bl-E Ir,
68807,11069,Southern Great Basin SB37E,SB37E,United States of America,NM,,irvingtonian-1,irvingtonian-1,1.8,0.9,E Ir,
68816,11070,Southern Great Basin SB37F,SB37F,United States of America,NM,,irvingtonian-1,irvingtonian-1,1.8,0.9,E Ir,
68820,11071,Southern Great Basin SB37II,SB37II,United States of America,NM,,blancan-late,blancan-late,2.63,1.8,L Bl,
68822,11072,Southern Great Basin SB38,SB38,United States of America,NM,Sierra and Sandoval,blancan-late,blancan-late,2.63,1.8,L Bl,
68827,11073,Southern Great Basin SB38IIA,SB38IIA,United States of America,NM,,blancan-early,blancan-early,4.91,2.63,E Bl,
68829,11074,Southern Great Basin SB38IIB,SB38IIB,United States of America,NM,,blancan-early,blancan-early,4.91,2.63,E Bl,
68833,11075,Southern Great Basin SB38IIC,SB38IIC,United States of America,NM,,blancan-early,blancan-early,4.91,2.63,E Bl,
68846,11076,Southern Great Basin SB39A,SB39A,United States of America,TX,Brewster,tiffanian-1,tiffanian-1,62.22,61.61,Ti1,
68853,11077,Southern Great Basin SB39B,SB39B,United States of America,TX,Brewster,tiffanian-3,tiffanian-3,59.61,58.63,Ti3,
68871,11078,Southern Great Basin SB39C,SB39C,United States of America,TX,Brewster,tiffanian-5,tiffanian-5,58.24,57.66,Ti5,
68890,11079,Southern Great Basin SB39D,SB39D,United States of America,TX,Brewster,tiffanian-6,clarkforkian-1,57.66,57.04,Ti6-Cf1,
68893,11080,Southern Great Basin SB39E,SB39E,United States of America,TX,Brewster,clarkforkian-2,wasatchian-0,57.04,55.79,Cf2-Wa0,
68897,11082,Southern Great Basin SB39IIA,SB39IIA,United States of America,TX,,puercan-2,puercan-3,65.83,64.81,Pu2-Pu3,
68906,11083,Southern Great Basin SB39IIB,SB39IIB,United States of America,TX,,puercan-3,torrejonian-1,64.1,63.49,Pu3-To1,
68907,10958,Southern Great Basin SB4,SB4,United States of America,AZ,Yavapai,hemingfordian-1,hemingfordian-2,18.5,15.97,He1-He2,
68909,11084,Southern Great Basin SB40,SB40,United States of America,TX,,wasatchian-7,wasatchian-7,53.07,52.11,Wa7,
68916,11085,Southern Great Basin SB41,SB41,United States of America,TX,,uintan-1,uintan-1,47.96,45.38,Ui1,
68920,11086,Southern Great Basin SB42,SB42,United States of America,TX,Webb,uintan-3,uintan-3,42.78,39.83,Ui3,
68945,11087,Southern Great Basin SB43A,SB43A,United States of America,TX,Brewster & Presidio,uintan-2,uintan-2,45.38,42.78,Ui2,
68984,11088,Southern Great Basin SB43AA,SB43AA,United States of America,TX,,uintan-1,uintan-1,47.96,45.38,Ui1,
68987,11089,Southern Great Basin SB43B,SB43B,United States of America,TX,Brewster & Presidio,uintan-3,uintan-3,42.78,39.83,Ui3,
69017,11090,Southern Great Basin SB43C,SB43C,United States of America,TX,,duchesnean,duchesnean,39.83,37.39,Du,
69043,11091,Southern Great Basin SB43D,SB43D,United States of America,TX,,duchesnean,duchesnean,39.83,37.39,Du,
69050,11092,Southern Great Basin SB43E,SB43E,United States of America,TX,,chadronian-1,chadronian-1,37.39,35.92,Ch1,
69068,11093,Southern Great Basin SB44A,SB44A,United States of America,TX,Presidio,uintan-3,uintan-3,42.78,39.83,Ui3,
69087,11094,Southern Great Basin SB44B,SB44B,United States of America,TX,Presidio,duchesnean,duchesnean,39.83,37.39,Du,
69132,11095,Southern Great Basin SB44C,SB44C,United States of America,TX,Presidio,chadronian-1,chadronian-1,37.39,35.92,Ch1,
69156,11096,Southern Great Basin SB44D,SB44D,United States of America,TX,Presido,chadronian-2,chadronian-2,35.92,35.24,Ch2,
69184,11097,Southern Great Basin SB44E,SB44E,United States of America,TX,Presidio,chadronian-3,chadronian-4,35.24,33.9,Ch3-Ch4,
69194,11098,Southern Great Basin SB45,SB45,United States of America,TX,,arikareean-1,arikareean-1,29.75,28,Ar1,
69195,11099,Southern Great Basin SB46,SB46,United States of America,TX,Brewster,arikareean-3,arikareean-3,22.2,19.09,Ar3,
69214,11100,Southern Great Basin SB47,SB47,United States of America,TX,Presidio,arikareean-3,arikareean-3,22.2,19.09,Ar3,
69222,11101,Southern Great Basin SB47IIA,SB47IIA,United States of America,TX,,clarendonian-1,clarendonian-1,12.57,12.11,Cl1,
69225,11102,Southern Great Basin SB47IIB,SB47IIB,United States of America,TX,,clarendonian-1,clarendonian-1,12.57,12.11,Cl1,
69229,11103,Southern Great Basin SB48,SB48,United States of America,TX,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
69246,11104,Southern Great Basin SB48II,SB48II,United States of America,TX,,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
69250,11105,Southern Great Basin SB48III,SB48III,United States of America,TX,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
69254,11106,Southern Great Basin SB49,SB49,United States of America,TX,,blancan-late,blancan-late,2.63,1.8,L Bl,
69270,10959,Southern Great Basin SB5,SB5,United States of America,AZ,,hemingfordian-1,hemingfordian-1,18.5,17.34,He1,
69271,11107,Southern Great Basin SB50,SB50,United States of America,TX,Hudsepth,blancan-late,blancan-late,2.63,1.8,L Bl,
69295,11108,Southern Great Basin SB51,SB51,Mexico,Guanajuato,,bridgerian-1,bridgerian-3,51.91,47.96,Br1-Br3,
69302,11109,Southern Great Basin SB52,SB52,Mexico,Chihuahua,,chadronian-1,chadronian-1,37.39,35.92,Ch1,
69316,11110,Southern Great Basin SB53,SB53,Mexico,Sonora,,hemingfordian-1,hemingfordian-2,18.5,15.97,?He1-He2,
69317,11111,Southern Great Basin SB54,SB54,Mexico,Sonora,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
69318,11112,Southern Great Basin SB55,SB55,Mexico,Aguascalientes,,hemingfordian-1,hemingfordian-1,18.5,17.34,?He1,
69322,11113,Southern Great Basin SB55IIA,SB55IIA,Mexico,Hidalgo,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
69326,11114,Southern Great Basin SB55IIAA,SB55IIAA,Mexico,Hidalgo,,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
69330,11115,Southern Great Basin SB55IIB,SB55IIB,Mexico,Hidalgo,,blancan-early,blancan-late,4.91,1.8,E Bl-L Bl,
69332,11116,Southern Great Basin SB55IIBB,SB55IIBB,Mexico,Hidalgo,,blancan-late,irvingtonian-1,2.63,0.9,L Bl-E Ir,
69333,11117,Southern Great Basin SB55III,SB55III,Mexico,Queretaro,,hemphillian-1,hemphillian-2,9.07,6.88,Hh1-Hh2,
69335,11118,Southern Great Basin SB55IV,SB55IV,Mexico,Queretaro,,hemphillian-1,hemphillian-4,9.07,4.91,Hh1-Hh4,
69338,11119,Southern Great Basin SB55V,SB55V,Mexico,Michoacan,,hemphillian-1,hemphillian-4,9.07,4.91,Hh1-Hh4,
69340,11121,Southern Great Basin SB56,SB56,Mexico,Tlaxcala,,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
69341,11122,Southern Great Basin SB56II,SB56II,Mexico,Hidalgo,,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
69345,11123,Southern Great Basin SB57,SB57,Mexico,Chihuahua,,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
