species,specimen_name,Specimen no.,Formation,Locality,Side,Image No.,FO,LO,Repeat,# of meas.,P2_L,P2_W,P3_L,P3_W,P4_L,P4_W,M1_L,M1_W,M2_L,M2_W,M3_L,M3_W,p2_l,p2_w,p3_l,p3_w,p4_l,p4_w,m1_l,m1_w,m2_l,m2_w,m3_l,m3_w,upP,upM,loP,loM,Notes,Notes,Notes
Cosoryx furcatus,Cosoryx furcatus,F:AM 32383D,Valentine,"Cherry Co., NE",right side,IMG_9483,15.5713138,11.8,1,14,5.351,4.195,5.712,5.637,5.726,6.139,8.922,9.641,10.861,10.666,7.853,7.783,,,,,,,,,,,,,16.897,29.06,,,Midway Quarry,,
Cosoryx furcatus,Cosoryx furcatus,F:AM 32383D,Valentine,"Cherry Co., NE",right side,IMG_9483,15.5713138,11.8,2,14,5.007,4.279,5.835,5.525,6.1,6.341,8.802,9.763,10.682,9.934,8.551,8.037,,,,,,,,,,,,,16.783,29.276,,,Midway Quarry,,
Cosoryx furcatus,Cosoryx furcatus,F:AM 32383D,Valentine,"Cherry Co., NE",right side,IMG_9483,15.5713138,11.8,3,14,4.774,4.12,5.892,5.416,6.085,6.293,8.749,9.91,11.054,10.459,8.379,8.422,,,,,,,,,,,,,16.897,29.382,,,Midway Quarry,,
Oxydactylus lacota,Oxydactylus lacota,AMNH 9742,,Montana,left side,IMG_9489,21.9547768,21.946075,1,14,,,,,,,,,,,,,10.408,3.453,11.285,4.492,10.653,5.391,15.429,9.829,17.658,10.918,24.449,11.323,,,31.316,57.612,Lower Boulder Creek,Parahippus beds,
Oxydactylus lacota,Oxydactylus lacota,AMNH 9742,,Montana,left side,IMG_9489,21.9547768,21.946075,2,14,,,,,,,,,,,,,10.32,3.787,10.781,4.756,10.697,5.481,15.559,9.862,17.577,11.145,24.136,11.791,,,31.361,57.742,Lower Boulder Creek,Parahippus beds,
Oxydactylus lacota,Oxydactylus lacota,AMNH 9742,,Montana,left side,IMG_9489,21.9547768,21.946075,3,14,,,,,,,,,,,,,10.584,3.768,10.825,4.667,10.923,5.571,15.517,9.879,17.858,11.151,24.865,12.14,,,31.576,57.398,Lower Boulder Creek,Parahippus beds,
Oxydactylus lulli,Oxydactylus lulli,YPM 10333,,,right side,IMG_9492,21.5552023,20.6306775,1,11,9.991,3.705,,,10.217,10.08,15.784,15.147,19.419,17.058,16.563,16.787,,,,,,,,,,,,,,53.13,,,cast of YPM 10333,,
Oxydactylus lulli,Oxydactylus lulli,YPM 10333,,,right side,IMG_9492,21.5552023,20.6306775,2,11,10.077,3.659,,,10.1,9.901,15.559,15.115,20.143,16.263,17.149,16.497,,,,,,,,,,,,,,53.11,,,cast of YPM 10333,,
Oxydactylus lulli,Oxydactylus lulli,YPM 10333,,,right side,IMG_9492,21.5552023,20.6306775,3,11,10.219,3.652,,,9.863,9.993,15.961,15.125,19.922,16.43,17.928,16.54,,,,,,,,,,,,,,52.467,,,cast of YPM 10333,,
Oxydactylus lacota,Oxydactylus lacota,AMNH 12999,Rosebud,"Shannon Co., SD",right side,IMG_9495,21.9547768,21.946075,1,14,10.247,4.712,13.493,7.174,10.426,11.328,15.954,15.722,19.246,17.281,20.214,18.977,,,,,,,,,,,,,35.569,55.554,,,Porcupine Butte,,
Oxydactylus lacota,Oxydactylus lacota,AMNH 12999,Rosebud,"Shannon Co., SD",right side,IMG_9495,21.9547768,21.946075,2,14,10.566,4.809,13.459,6.804,10.666,11.519,16.459,15.815,19.716,17.161,20.292,18.987,,,,,,,,,,,,,35.634,55.995,,,Porcupine Butte,,
Oxydactylus lacota,Oxydactylus lacota,AMNH 12999,Rosebud,"Shannon Co., SD",right side,IMG_9495,21.9547768,21.946075,3,14,10.585,4.537,13.403,6.997,10.696,11.51,16.69,15.74,20.375,17.222,20.876,18.938,,,,,,,,,,,,,35.724,55.947,,,Porcupine Butte,,
Oxydactylus lacota,Oxydactylus lacota,AMNH 12999,Rosebud,"Shannon Co., SD",left side,IMG_9498,21.9547768,21.946075,1,14,9.911,5.031,13.098,7.27,10.716,13.239,17.039,16.291,20.348,19.761,21.535,20.593,,,,,,,,,,,,,33.934,60.083,,,Porcupine Butte,,
Oxydactylus lacota,Oxydactylus lacota,AMNH 12999,Rosebud,"Shannon Co., SD",left side,IMG_9498,21.9547768,21.946075,2,14,9.782,4.912,12.949,7.42,11.033,13.025,17.021,16.161,20.385,19.443,21.084,20.318,,,,,,,,,,,,,33.732,58.808,,,Porcupine Butte,,
Oxydactylus lacota,Oxydactylus lacota,AMNH 12999,Rosebud,"Shannon Co., SD",left side,IMG_9498,21.9547768,21.946075,3,14,9.843,5.07,13.105,7.295,10.624,13.127,17.193,16.133,20.303,19.421,20.452,20.135,,,,,,,,,,,,,33.562,58.968,,,Porcupine Butte,,
Protolabis saxeus,Paralabis saxeus,F:AM 24770,Sheep Creek,"Sioux Co., NE",left side,DSC_3052,17.6,17.6,1,11,,,10.427,6.21,10.691,10.085,19.703,14.599,28.754,16.874,21.11,15.312,,,,,,,,,,,,,,69.79,,,Long Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 24770,Sheep Creek,"Sioux Co., NE",left side,DSC_3052,17.6,17.6,2,11,,,10.404,6.363,10.782,10.04,19.637,14.531,29.273,17.242,20.707,15.419,,,,,,,,,,,,,,70.048,,,Long Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 24770,Sheep Creek,"Sioux Co., NE",left side,DSC_3052,17.6,17.6,3,11,,,10.397,6.269,10.866,9.996,19.712,14.517,29.174,17.125,21.367,15.184,,,,,,,,,,,,,,70.095,,,Long Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 24709A,Sheep Creek,"Sioux Co., NE",left side,DSC_3056,17.6,17.6,1,14,14.554,7.189,15.358,10.348,15.04,15.004,21.556,19.995,27.913,23.248,32.733,25.827,,,,,,,,,,,,,45.5,82.975,,,Long Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 24709A,Sheep Creek,"Sioux Co., NE",left side,DSC_3056,17.6,17.6,2,14,14.41,6.98,14.973,10.434,15.063,14.984,21.556,19.81,28.257,23.649,33.123,25.782,,,,,,,,,,,,,45.009,82.311,,,Long Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 24709A,Sheep Creek,"Sioux Co., NE",left side,DSC_3056,17.6,17.6,3,14,14.294,7.306,15.332,10.817,15.108,15.165,21.785,19.944,28.193,23.373,32.957,25.827,,,,,,,,,,,,,45.596,82.554,,,Long Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 24706,Sheep Creek,"Sioux Co., NE",right side,DSC_3059,17.6,17.6,1,9,,,,,,,,,,,,,,,,,14.509,8.074,18.796,14.808,26.949,14.904,38.054,14.327,,,,84.496,"Thompson Quarry, Stonehouse Draw",,
Protolabis saxeus,Paralabis saxeus,F:AM 24706,Sheep Creek,"Sioux Co., NE",right side,DSC_3059,17.6,17.6,2,9,,,,,,,,,,,,,,,,,14.364,7.201,18.559,14.847,26.643,14.952,38.342,16.682,,,,84.366,"Thompson Quarry, Stonehouse Draw",,
Protolabis saxeus,Paralabis saxeus,F:AM 24706,Sheep Creek,"Sioux Co., NE",right side,DSC_3059,17.6,17.6,3,9,,,,,,,,,,,,,,,,,14.514,7.331,18.466,15.016,26.963,14.813,37.624,14.469,,,,84.381,"Thompson Quarry, Stonehouse Draw",,
Protolabis saxeus,Paralabis saxeus,F:AM 24709,Sheep Creek,"Sioux Co., NE",left side,DSC_3062,17.6,17.6,1,4,,,,,,,,,,,,,,,,,,,,,25.265,16.301,42.832,17.052,,,,,Long Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 24709,Sheep Creek,"Sioux Co., NE",left side,DSC_3062,17.6,17.6,2,4,,,,,,,,,,,,,,,,,,,,,25.554,16.366,43.247,17.179,,,,,Long Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 24709,Sheep Creek,"Sioux Co., NE",left side,DSC_3062,17.6,17.6,3,4,,,,,,,,,,,,,,,,,,,,,25.192,15.926,43.042,17.124,,,,,Long Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 18960,Sheep Creek,"Sioux Co., NE",left side,DSC_3066,17.6,17.6,1,11,,,11.34,4.972,10.106,12.401,20.972,15.554,29.665,18.823,25.969,16.694,,,,,,,,,,,,,,76.964,,,Stonehouse Draw Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 18960,Sheep Creek,"Sioux Co., NE",left side,DSC_3066,17.6,17.6,2,11,,,11.769,5.253,9.894,12.132,21.049,15.268,29.588,17.515,26.555,16.876,,,,,,,,,,,,,,76.704,,,Stonehouse Draw Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 18960,Sheep Creek,"Sioux Co., NE",left side,DSC_3066,17.6,17.6,3,11,,,11.09,5.219,10.192,11.759,20.976,15.421,29.508,17.524,26.441,17.063,,,,,,,,,,,,,,77.412,,,Stonehouse Draw Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 18960,Sheep Creek,"Sioux Co., NE",right side,DSC_3069,17.6,17.6,1,14,9.214,5.271,10.152,6.873,11.047,11.008,21.606,17.561,29.005,18.186,28.129,17.397,,,,,,,,,,,,,25.824,79.306,,,Stonehouse Draw Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 18960,Sheep Creek,"Sioux Co., NE",right side,DSC_3069,17.6,17.6,2,14,8.458,4.935,10.2,6.586,10.523,10.88,21.17,17.643,29.308,18.387,28.133,17.309,,,,,,,,,,,,,25.875,79.378,,,Stonehouse Draw Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 18960,Sheep Creek,"Sioux Co., NE",right side,DSC_3069,17.6,17.6,3,14,8.704,4.947,9.589,6.718,10.678,11.427,21.273,17.247,29.148,17.965,28.08,17.444,,,,,,,,,,,,,25.778,79.328,,,Stonehouse Draw Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 25074,Sheep Creek,"Sioux Co., NE",right side,DSC_3073,17.6,17.6,1,14,7.57,4.556,10.477,6.624,10.36,10.271,12.339,14.673,18.727,19.436,22.723,17.408,,,,,,,,,,,,,28.844,53.075,,,Thompson Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 25074,Sheep Creek,"Sioux Co., NE",right side,DSC_3073,17.6,17.6,2,14,7.822,4.835,10.473,7.372,10.924,10.021,11.331,14.811,18.57,19.605,22.548,17.389,,,,,,,,,,,,,28.765,52.697,,,Thompson Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 25074,Sheep Creek,"Sioux Co., NE",right side,DSC_3073,17.6,17.6,3,14,7.986,4.52,9.996,6.931,10.118,10.029,10.752,14.772,19.062,19.778,21.929,17.855,,,,,,,,,,,,,28.357,52.672,,,Thompson Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 25074,Sheep Creek,"Sioux Co., NE",left side,DSC_3076,17.6,17.6,1,14,3.991,4.239,10.662,6.948,11.21,11.363,14.372,15.163,19.519,18.292,22.611,18.013,,,,,,,,,,,,,25.605,55.794,,,Thompson Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 25074,Sheep Creek,"Sioux Co., NE",left side,DSC_3076,17.6,17.6,2,14,4.675,4.671,10.975,7.005,11.08,11.577,14.018,14.519,19.404,18.409,22.219,18.031,,,,,,,,,,,,,25.196,55.382,,,Thompson Quarry,,
Protolabis saxeus,Paralabis saxeus,F:AM 25074,Sheep Creek,"Sioux Co., NE",left side,DSC_3076,17.6,17.6,3,14,4.106,4.24,10.614,7.116,10.851,11.363,14.321,14.781,19.362,18.194,22.323,17.926,,,,,,,,,,,,,24.902,55.981,,,Thompson Quarry,,
Stenomylus keelinensis,Stenomylus keelinensis,F:AM 43668,Harrison,"Niobrara Co., WY",left side,DSC_3079,23.5,23.5,1,9,,,,,,,,,,,,,,,,,11.488,5.598,14.492,8.795,18.872,9.044,30.732,8.182,,,,63.786,Keeline,,
Stenomylus keelinensis,Stenomylus keelinensis,F:AM 43668,Harrison,"Niobrara Co., WY",left side,DSC_3079,23.5,23.5,2,9,,,,,,,,,,,,,,,,,11.266,5.197,14.353,8.182,18.817,9.119,31.249,8.295,,,,63.856,Keeline,,
Stenomylus keelinensis,Stenomylus keelinensis,F:AM 43668,Harrison,"Niobrara Co., WY",left side,DSC_3079,23.5,23.5,3,9,,,,,,,,,,,,,,,,,11.702,4.952,13.99,8.542,18.725,9.04,30.687,8.119,,,,63.782,Keeline,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32845,,"Niobrara Co., WY",right side,DSC_3083,24.8,22.4,1,11,,,,,,,,,,,,,,,6.375,2.983,10.887,4.985,11.989,8.056,15.692,9.263,32.233,9.699,,,,59.225,N of Keeline,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32845,,"Niobrara Co., WY",right side,DSC_3083,24.8,22.4,2,11,,,,,,,,,,,,,,,6.094,3.198,10.255,5.136,11.633,8.151,15.992,9.291,32.386,9.894,,,,58.509,N of Keeline,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32845,,"Niobrara Co., WY",right side,DSC_3083,24.8,22.4,3,11,,,,,,,,,,,,,,,6.453,3.113,10.404,5.527,11.92,8.161,16.204,9.38,32.095,10.041,,,,57.51,N of Keeline,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32845,,"Niobrara Co., WY",left side,DSC_3083,24.8,22.4,1,11,,,,,,,,,,,,,,,7.097,2.472,9.161,5.169,11.405,8.253,15.831,8.846,28.568,8.151,,,,55.793,N of Keeline,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32845,,"Niobrara Co., WY",left side,DSC_3083,24.8,22.4,2,11,,,,,,,,,,,,,,,7.059,2.507,9.126,5.23,11.352,8.717,16.429,8.674,28.878,8.938,,,,55.532,N of Keeline,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32845,,"Niobrara Co., WY",left side,DSC_3083,24.8,22.4,3,11,,,,,,,,,,,,,,,7.291,2.616,8.909,4.958,11.746,8.358,16.429,9.042,28.669,8.951,,,,55.95,N of Keeline,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32846,,"Niobrara Co., WY",left side,DSC_3089,24.8,22.4,1,7,,,,,,,,,,,,,,,,,,,13.01,7.942,17.411,8.343,25.354,9.243,,,,56.849,N of Keeline,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32846,,"Niobrara Co., WY",left side,DSC_3089,24.8,22.4,2,7,,,,,,,,,,,,,,,,,,,12.473,7.682,17.337,8.417,27.013,9.172,,,,56.974,N of Keeline,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32846,,"Niobrara Co., WY",left side,DSC_3089,24.8,22.4,3,7,,,,,,,,,,,,,,,,,,,12.435,7.673,17.412,8.417,25.761,9.629,,,,57.163,N of Keeline,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32844,,Wyoming,right side,DSC_3092,24.8,22.4,1,11,,,,,,,,,,,,,,,7.065,3.235,9.727,4.524,10.425,6.735,14.821,8.642,27.798,8.917,,,,52.228,,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32844,,Wyoming,right side,DSC_3092,24.8,22.4,2,11,,,,,,,,,,,,,,,7.153,3.097,9.021,4.377,11.064,6.318,15.034,8.769,27.157,8.825,,,,52.101,,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 32844,,Wyoming,right side,DSC_3092,24.8,22.4,3,11,,,,,,,,,,,,,,,7.01,2.949,9.139,4.237,10.584,6.613,15.106,8.46,27.39,8.689,,,,51.848,,,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43639,,"Sioux Co., NE",left side,DSC_3095,24.8,22.4,1,11,,,5.414,3.219,5.88,6.976,8.262,10.043,14.309,11.964,19.471,10.721,,,,,,,,,,,,,,41.28,,,"5mi SE of Van Tassel, N of Niobrara River",middle of beds,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43639,,"Sioux Co., NE",left side,DSC_3095,24.8,22.4,2,11,,,6.05,3.376,5.781,6.673,8.419,10.539,13.898,12.111,18.2,10.779,,,,,,,,,,,,,,41.018,,,"5mi SE of Van Tassel, N of Niobrara River",middle of beds,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43639,,"Sioux Co., NE",left side,DSC_3095,24.8,22.4,3,11,,,5.298,3.318,5.583,7.08,7.856,10.834,14.239,12.043,18.14,10.813,,,,,,,,,,,,,,40.896,,,"5mi SE of Van Tassel, N of Niobrara River",middle of beds,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43639,,"Sioux Co., NE",right side,DSC_3095,24.8,22.4,1,9,,,,,5.374,6.589,7.721,10.512,14.684,11.186,19.85,10.554,,,,,,,,,,,,,,41.964,,,"5mi SE of Van Tassel, N of Niobrara River",middle of beds,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43639,,"Sioux Co., NE",right side,DSC_3095,24.8,22.4,2,9,,,,,5.402,6.473,8.208,10.849,14.921,11.474,20.158,10.535,,,,,,,,,,,,,,41.911,,,"5mi SE of Van Tassel, N of Niobrara River",middle of beds,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43639,,"Sioux Co., NE",right side,DSC_3095,24.8,22.4,3,9,,,,,5.47,6.825,7.845,10.52,14.747,11.297,19.959,10.464,,,,,,,,,,,,,,42.001,,,"5mi SE of Van Tassel, N of Niobrara River",middle of beds,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",left side,DSC_3100,24.8,22.4,1,7,,,,,,,15.731,15.723,19.015,12.318,16.658,9.357,,,,,,,,,,,,,,50.582,,,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",left side,DSC_3100,24.8,22.4,2,7,,,,,,,15.106,11.289,18.881,12.709,17.057,8.955,,,,,,,,,,,,,,50.335,,,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",left side,DSC_3100,24.8,22.4,3,7,,,,,,,15.992,11.032,19.166,12.66,17.062,9.157,,,,,,,,,,,,,,50.877,,,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",right side,DSC_3100,24.8,22.4,1,4,,,,,,,,,18.571,12.212,19.815,9.13,,,,,,,,,,,,,,,,,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",right side,DSC_3100,24.8,22.4,2,4,,,,,,,,,18.794,12.187,20.29,8.841,,,,,,,,,,,,,,,,,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",right side,DSC_3100,24.8,22.4,3,4,,,,,,,,,18.222,12.934,19.43,8.693,,,,,,,,,,,,,,,,,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",right side,DSC_3105,24.8,22.4,1,6,,,,,,,,,,,,,,,,,8.821,3.834,13.881,7.397,18.801,6.224,,,,,,,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",right side,DSC_3105,24.8,22.4,2,6,,,,,,,,,,,,,,,,,8.964,3.69,13.304,7.319,18.452,6.221,,,,,,,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",right side,DSC_3105,24.8,22.4,3,6,,,,,,,,,,,,,,,,,8.538,3.69,13.158,7.527,18.449,6.232,,,,,,,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",left side,DSC_3105,24.8,22.4,1,9,,,,,,,,,,,,,,,,,8.084,3.865,13.945,7.478,18.474,6.431,25.037,4.781,,,,57.148,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",left side,DSC_3105,24.8,22.4,2,9,,,,,,,,,,,,,,,,,8.364,3.712,13.632,7.47,17.935,6.757,24.809,4.918,,,,56.752,"Harrison, south of NB",,
Stenomylus hitchcocki,Stenomylus hitchcocki,F:AM 43642,Marsland,"Sioux Co., NE",left side,DSC_3105,24.8,22.4,3,9,,,,,,,,,,,,,,,,,8.367,3.91,13.625,7.617,18.459,6.596,24.366,5.368,,,,57.165,"Harrison, south of NB",,
Stenomylus gracilis,Stenomylus gracilis,F:AM 143457,Harrison,Nebraska,left side,DSC_3110,22.7,20.1,1,11,,,,,,,,,,,,,,,5.435,2.348,7.413,3.625,12.17,7.527,20.67,8.011,31.385,6.37,,,,64.16,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 143457,Harrison,Nebraska,left side,DSC_3110,22.7,20.1,2,11,,,,,,,,,,,,,,,5.461,2.017,7.43,3.717,12.32,7.579,20.545,7.895,31.867,6.799,,,,64.306,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 143457,Harrison,Nebraska,left side,DSC_3110,22.7,20.1,3,11,,,,,,,,,,,,,,,5.4,2.301,7.61,4.136,12.146,7.681,21.25,7.816,31.495,6.565,,,,64.539,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 143457,Harrison,Nebraska,right side,DSC_3113,22.7,20.1,1,11,,,,,,,,,,,,,,,5.948,3.158,7.638,4.705,13.745,7.417,22.553,7.801,33.141,6.595,,,,70.018,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 143457,Harrison,Nebraska,right side,DSC_3113,22.7,20.1,2,11,,,,,,,,,,,,,,,6.169,3.084,9.182,4.265,14.247,7.123,22.353,7.496,32.923,7.081,,,,70.304,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 143457,Harrison,Nebraska,right side,DSC_3113,22.7,20.1,3,11,,,,,,,,,,,,,,,6.099,2.864,9.106,4.343,14.406,7.05,22.127,7.655,32.777,7.032,,,,70.917,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43600,,Wyoming,right side,DSC_3117,22.7,20.1,1,11,,,,,,,,,,,,,,,7.039,3.911,7.627,5.639,14.588,8.036,21.93,7.863,27.255,6.403,,,,64.373,Lusk S 12-15,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43600,,Wyoming,right side,DSC_3117,22.7,20.1,2,11,,,,,,,,,,,,,,,6.669,4.329,7.11,5.083,14.815,8.354,21.916,8.297,27.538,7.043,,,,64.211,Lusk S 12-15,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43600,,Wyoming,right side,DSC_3117,22.7,20.1,3,11,,,,,,,,,,,,,,,6.744,3.74,7.644,5.501,14.752,8.336,22.097,8.078,27.663,6.752,,,,64.118,Lusk S 12-15,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43615,Marsland,"Platte Co., WY",left side,DSC_3122,22.7,20.1,1,14,3.544,2.544,6.736,3.47,8.873,7.487,10.317,10.031,23.138,14.044,28.361,11.982,,,,,,,,,,,,,18.665,63.816,,,Chugwater Water Hole,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43615,Marsland,"Platte Co., WY",left side,DSC_3122,22.7,20.1,2,14,3.685,2.678,6.388,4.165,8.994,7.706,10.169,10.539,22.818,14.396,28.645,11.946,,,,,,,,,,,,,17.92,63.448,,,Chugwater Water Hole,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43615,Marsland,"Platte Co., WY",left side,DSC_3122,22.7,20.1,3,14,3.336,2.734,6.156,4.119,8.965,7.607,9.877,10.392,22.541,13.904,28.429,11.865,,,,,,,,,,,,,18.353,64.336,,,Chugwater Water Hole,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43615,Marsland,"Platte Co., WY",right side,DSC_3122,22.7,20.1,1,14,3.414,3.336,6.976,3.741,8.904,8.687,10.556,11.699,21.965,13.979,28.253,11.561,,,,,,,,,,,,,18.629,61.755,,,Chugwater Water Hole,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43615,Marsland,"Platte Co., WY",right side,DSC_3122,22.7,20.1,2,14,3.924,3.046,7.031,4.259,8.796,8.832,11,11.676,21.894,14.514,28.002,11.955,,,,,,,,,,,,,18.578,61.307,,,Chugwater Water Hole,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43615,Marsland,"Platte Co., WY",right side,DSC_3122,22.7,20.1,3,14,3.349,2.82,6.867,4.416,8.563,8.733,10.674,11.704,22.332,14.178,28.093,11.563,,,,,,,,,,,,,18.262,60.716,,,Chugwater Water Hole,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43595,,,right side,DSC_3128,22.7,20.1,1,11,,,,,,,,,,,,,,,6.491,3.538,10.382,5.935,13.369,9.092,22.076,10.729,44.586,9.919,,,,79.723,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43595,,,right side,DSC_3128,22.7,20.1,2,11,,,,,,,,,,,,,,,6.761,3.659,10.078,5.897,13.305,9.047,21.466,10.505,44.653,9.555,,,,80.019,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43595,,,right side,DSC_3128,22.7,20.1,3,11,,,,,,,,,,,,,,,6.207,3.44,10.6,5.932,13.616,8.898,21.741,11.036,44.899,10.441,,,,78.102,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43586,Marsland,"Goshen Co., WY",left side,DSC_3131,22.7,20.1,1,9,,,,,6.414,9.485,8.54,12.643,17.83,15.492,30.93,12.128,,,,,,,,,,,,,,57.133,,,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43586,Marsland,"Goshen Co., WY",left side,DSC_3131,22.7,20.1,2,9,,,,,6.891,9.29,8.522,11.692,17.805,15.372,30.855,12.271,,,,,,,,,,,,,,56.347,,,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43586,Marsland,"Goshen Co., WY",left side,DSC_3131,22.7,20.1,3,9,,,,,6.079,9.201,9.049,11.543,18.262,15.109,30.945,12.313,,,,,,,,,,,,,,56.963,,,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43586,Marsland,"Goshen Co., WY",right side,DSC_3131,22.7,20.1,1,9,,,,,5.858,9.483,9.807,14.089,19.25,15.207,30.228,13.051,,,,,,,,,,,,,,59.295,,,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43586,Marsland,"Goshen Co., WY",right side,DSC_3131,22.7,20.1,2,9,,,,,6.303,9.348,10.147,13.684,19.317,15.352,30.269,12.418,,,,,,,,,,,,,,59.39,,,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 43586,Marsland,"Goshen Co., WY",right side,DSC_3131,22.7,20.1,3,9,,,,,6.659,9.596,10.336,13.735,18.753,15.307,30.477,12.609,,,,,,,,,,,,,,59.648,,,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 39635,,,left side,DSC_3136,22.7,20.1,1,11,,,6.332,2.758,7.999,7.391,11.38,10.796,19.642,11.111,31.465,11.585,,,,,,,,,,,,,,64.459,,,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 39635,,,left side,DSC_3136,22.7,20.1,2,11,,,6.413,2.556,7.982,7.384,11.91,10.796,20.015,11.274,30.817,10.997,,,,,,,,,,,,,,64.052,,,,,
Stenomylus gracilis,Stenomylus gracilis,F:AM 39635,,,left side,DSC_3136,22.7,20.1,3,11,,,6.169,2.751,8.055,7.711,11.364,10.775,20.41,10.947,29.89,11.069,,,,,,,,,,,,,,64.854,,,,,
