species,specimen_name,Specimen no.,Formation,Locality,Side,Image No.,FO,LO,Repeat,# of meas.,P2_L,P2_W,P3_L,P3_W,P4_L,P4_W,M1_L,M1_W,M2_L,M2_W,M3_L,M3_W,p2_l,p2_w,p3_l,p3_w,p4_l,p4_w,m1_l,m1_w,m2_l,m2_w,m3_l,m3_w,upP,upM,loP,loM,Notes,Notes,Notes
Desmatochoerus megalodon,Desmatochoerus megalodon,F:AM 37566,,,right side,DSC_3442,26.2550806,22.6,1,14,,,,,,,,,,,,,13.457,10.114,16.192,9.346,16.395,12.231,18.797,14.47,22.903,17.165,35.219,18.306,,,45.365,77.273,,,
Desmatochoerus megalodon,Desmatochoerus megalodon,F:AM 37566,,,right side,DSC_3442,26.2550806,22.6,2,14,,,,,,,,,,,,,13.949,10.174,16.117,9.497,15.939,11.853,18.877,14.322,22.458,17.046,35.446,18.231,,,44.748,77.807,,,
Desmatochoerus megalodon,Desmatochoerus megalodon,F:AM 37566,,,right side,DSC_3442,26.2550806,22.6,3,14,,,,,,,,,,,,,14.191,10.303,16.454,9.652,15.803,12.487,18.639,15.496,22.209,16.95,35.507,17.95,,,44.807,77.362,,,
Desmatochoerus megalodon,Desmatochoerus megalodon,F:AM 37566,,,left side,DSC_3445,26.2550806,22.6,1,14,,,,,,,,,,,,,11.723,11.624,15.412,10.714,16.343,12.692,17.66,13.447,21.424,15.997,35.567,17.03,,,43.459,75.579,,,
Desmatochoerus megalodon,Desmatochoerus megalodon,F:AM 37566,,,left side,DSC_3445,26.2550806,22.6,2,14,,,,,,,,,,,,,11.791,11.515,15.387,10.701,15.792,12.759,17.874,13.174,21.598,15.997,34.863,17.23,,,43.321,75.516,,,
Desmatochoerus megalodon,Desmatochoerus megalodon,F:AM 37566,,,left side,DSC_3445,26.2550806,22.6,3,14,,,,,,,,,,,,,11.86,11.239,14.978,10.48,15.93,12.687,18.145,13.321,21.463,15.583,35.132,17.049,,,43.261,75.816,,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,right side,DSC_3448,29.7665889,23.2951882,1,11,,,12.455,12.079,11.669,12.806,15.751,16.49,18.66,19.313,21.179,21.653,,,,,,,,,,,,,,55.994,,,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,right side,DSC_3448,29.7665889,23.2951882,2,11,,,12.672,12.088,11.864,13.164,15.335,16.261,18.476,19.643,20.922,21.553,,,,,,,,,,,,,,55.622,,,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,right side,DSC_3448,29.7665889,23.2951882,3,11,,,12.584,12.356,12.149,13.12,15.612,16.546,18.567,19.555,20.523,21.957,,,,,,,,,,,,,,55.298,,,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,left side,DSC_3451,29.7665889,23.2951882,1,14,10.805,9.079,13.737,12.255,12.277,13.489,16.221,17.698,19.189,21.053,21.585,21.922,,,,,,,,,,,,,36.315,57.465,,,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,left side,DSC_3451,29.7665889,23.2951882,2,14,10.675,8.754,13.433,12.293,12.18,13.483,16.254,17.767,19.028,21.106,21.646,22.069,,,,,,,,,,,,,36.31,57.239,,,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,left side,DSC_3451,29.7665889,23.2951882,3,14,10.484,8.866,13.432,11.869,12.181,13.245,15.897,17.52,19.149,21.099,21.852,22.183,,,,,,,,,,,,,36.348,56.993,,,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,right side,DSC_3454,29.7665889,23.2951882,1,14,,,,,,,,,,,,,10.905,7.964,10.549,6.541,14.382,11.094,16.425,14.063,17.451,16.403,26.662,15.652,,,41.253,62.532,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,right side,DSC_3454,29.7665889,23.2951882,2,14,,,,,,,,,,,,,10.996,8.126,9.468,6.404,14.477,11.47,16.579,13.301,17.362,16.186,26.792,15.79,,,40.983,63.339,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,right side,DSC_3454,29.7665889,23.2951882,3,14,,,,,,,,,,,,,10.9,8.126,9.339,6.541,14.245,11.239,16.247,13.639,17.356,15.977,27.04,15.544,,,41.044,62.84,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,left side,DSC_3457,29.7665889,23.2951882,1,14,,,,,,,,,,,,,11.442,9.55,13.629,8.902,15.394,10.292,16.352,12.286,18.832,14.36,29.083,14.392,,,40.593,64.859,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,left side,DSC_3457,29.7665889,23.2951882,2,14,,,,,,,,,,,,,11.213,9.439,13.479,9.473,14.856,9.895,16.312,12.246,18.997,14.346,28.884,14.342,,,40.922,64.888,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 44921,,,left side,DSC_3457,29.7665889,23.2951882,3,14,,,,,,,,,,,,,11.292,9.737,13.179,9.114,14.796,10.007,16.523,12.422,18.929,14.274,28.609,14.333,,,40.791,64.753,Muddy Creek,,
Mesoreodon minor,Mesoreodon minor,F:AM 37577A,,,right side,DSC_3461,29.7665889,23.2951882,1,4,,,,,,,,,,,,,,,,,,,14.297,10.211,18.051,14.157,,,,,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 37577A,,,right side,DSC_3461,29.7665889,23.2951882,2,4,,,,,,,,,,,,,,,,,,,14.157,10.302,17.729,13.969,,,,,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 37577A,,,right side,DSC_3461,29.7665889,23.2951882,3,4,,,,,,,,,,,,,,,,,,,14.339,10.116,17.271,14.12,,,,,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 37577A,,,left side,DSC_3464,29.7665889,23.2951882,1,4,,,,,,,,,,,,,,,,,,,13.661,10.654,17.396,12.974,,,,,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 37577A,,,left side,DSC_3464,29.7665889,23.2951882,2,4,,,,,,,,,,,,,,,,,,,13.527,10.289,16.495,12.891,,,,,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 37577A,,,left side,DSC_3464,29.7665889,23.2951882,3,4,,,,,,,,,,,,,,,,,,,13.581,10.358,16.852,13.146,,,,,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 37567,,,right side,DSC_3467,29.7665889,23.2951882,1,14,13.309,9.196,14.751,13.374,11.632,14.626,15.252,18.639,18.561,22.871,20.246,24.822,,,,,,,,,,,,,40.024,54.224,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 37567,,,right side,DSC_3467,29.7665889,23.2951882,2,14,12.922,9.295,14.886,13.184,11.664,14.774,15.678,18.804,18.464,22.965,19.836,25.338,,,,,,,,,,,,,40.072,54.489,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 37567,,,right side,DSC_3467,29.7665889,23.2951882,3,14,13.067,9.437,14.625,13.087,11.642,14.596,15.362,18.545,18.978,22.987,20.124,25.413,,,,,,,,,,,,,39.748,54.276,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 42309,,,left side,DSC_3470,29.7665889,23.2951882,1,9,,,,,10.613,11.377,15.667,17.741,19.539,21.563,21.344,22.13,,,,,,,,,,,,,,56.769,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 42309,,,left side,DSC_3470,29.7665889,23.2951882,2,9,,,,,11.103,11.226,15.573,17.921,19.724,21.697,21.711,22.57,,,,,,,,,,,,,,56.606,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 42309,,,left side,DSC_3470,29.7665889,23.2951882,3,9,,,,,11.085,11.321,15.38,17.474,20.094,22.082,21.527,22.858,,,,,,,,,,,,,,56.574,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 42309,,,right side,DSC_3473,29.7665889,23.2951882,1,9,,,,,11.47,13.997,15.322,15.416,19.475,19.719,20.31,21.662,,,,,,,,,,,,,,55.942,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 42309,,,right side,DSC_3473,29.7665889,23.2951882,2,9,,,,,11.473,14.097,15.703,15.653,19.717,19.606,20.188,22.73,,,,,,,,,,,,,,55.844,,,,,
Mesoreodon minor,Mesoreodon minor,F:AM 42309,,,right side,DSC_3473,29.7665889,23.2951882,3,9,,,,,11.324,14.143,14.973,15.65,20.359,19.902,20.073,22.842,,,,,,,,,,,,,,56.291,,,,,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",left side,DSC_3476,32.818778,25.2,1,14,9.937,7.864,11.331,11.311,9.704,12.584,12.709,16.088,15.898,18.396,18.345,19.384,,,,,,,,,,,,,31.44,46.24,,,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",left side,DSC_3476,32.818778,25.2,2,14,10.187,7.961,11.376,11.214,9.673,12.79,12.942,15.765,15.448,18.324,18.644,19.951,,,,,,,,,,,,,31.493,47.311,,,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",left side,DSC_3476,32.818778,25.2,3,14,10.162,8.114,11.449,11.362,9.873,12.723,12.88,16.152,15.707,18.427,18.84,20.217,,,,,,,,,,,,,31.286,46.999,,,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",right side,DSC_3479,32.818778,25.2,1,14,10.007,7.75,11.271,11.747,9.113,12.555,13.295,14.845,15.134,18.912,17.752,19.922,,,,,,,,,,,,,30.177,46.004,,,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",right side,DSC_3479,32.818778,25.2,2,14,9.958,7.558,11.219,11.693,8.938,12.444,12.967,14.845,15.445,18.597,17.889,19.577,,,,,,,,,,,,,30.217,46.506,,,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",right side,DSC_3479,32.818778,25.2,3,14,10.007,7.85,11.601,11.646,8.835,12.66,12.629,14.947,15.602,18.574,17.528,19.802,,,,,,,,,,,,,30.434,46.255,,,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",right side,DSC_3482,32.818778,25.2,1,9,,,,,,,,,,,,,,,,,11.25,9.37,13.06,11.125,15.381,11.972,25.188,13.023,,,,54.418,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",right side,DSC_3482,32.818778,25.2,2,9,,,,,,,,,,,,,,,,,11.448,9.189,12.65,11.187,15.159,11.81,25.52,12.744,,,,54.547,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",right side,DSC_3482,32.818778,25.2,3,9,,,,,,,,,,,,,,,,,11.008,9.297,12.636,11.04,15.091,11.904,24.968,12.999,,,,54.186,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",left side,DSC_3485,32.818778,25.2,1,11,,,,,,,,,,,,,,,11.316,7.03,12.249,9.706,13.259,12.076,15.878,14.696,26.056,14.845,,,,55.901,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",left side,DSC_3485,32.818778,25.2,2,11,,,,,,,,,,,,,,,11.348,7.157,12.237,9.338,12.87,11.616,15.627,14.448,25.518,14.787,,,,55.948,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45329,Brule,"Washabaugh Co., SD",left side,DSC_3485,32.818778,25.2,3,11,,,,,,,,,,,,,,,11.245,7.138,11.945,9.236,13.008,12.009,16.078,14.47,25.823,14.565,,,,55.825,Hay Creek,Type specimen of Promesoreodon scanloni,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",left side,DSC_3488,32.818778,25.2,1,14,9.924,7.874,10.607,9.308,8.873,11.785,11.701,12.669,14.121,15.586,16.892,16.243,,,,,,,,,,,,,29.682,42.704,,,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",left side,DSC_3488,32.818778,25.2,2,14,9.794,7.964,10.69,9.437,8.698,11.45,11.698,12.044,14.034,15.444,17.326,16.235,,,,,,,,,,,,,29.648,42.803,,,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",left side,DSC_3488,32.818778,25.2,3,14,9.548,8.056,10.748,9.667,8.627,11.316,11.685,12.117,14.023,15.454,17.205,16.294,,,,,,,,,,,,,29.575,42.595,,,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",right side,DSC_3491,32.818778,25.2,1,14,10.34,8.514,11.097,9.969,8.925,11.829,11.962,14.208,14.045,15.902,16.318,17.743,,,,,,,,,,,,,31.41,43.388,,,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",right side,DSC_3491,32.818778,25.2,2,14,10.261,8.568,11.413,10.076,9.161,12.104,12.057,13.971,14.216,15.669,16.984,18.144,,,,,,,,,,,,,30.943,43.339,,,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",right side,DSC_3491,32.818778,25.2,3,14,10.241,8.667,10.967,10.505,8.972,11.915,11.108,14.116,14.101,15.719,16.47,17.81,,,,,,,,,,,,,31.116,43.485,,,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",left side,DSC_3494,32.818778,25.2,1,14,,,,,,,,,,,,,8.308,5.453,11.081,6.786,11.147,8.146,11.53,8.535,14.375,10.596,24.537,11.003,,,31.716,51.139,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",left side,DSC_3494,32.818778,25.2,2,14,,,,,,,,,,,,,7.952,5.55,10.979,7.113,11.331,8.175,11.512,8.882,14.026,10.625,24.522,10.953,,,31.358,50.86,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",left side,DSC_3494,32.818778,25.2,3,14,,,,,,,,,,,,,8.421,5.574,10.603,7.015,11.631,8.313,12.006,8.407,14.026,10.707,24.521,11.129,,,31.567,51.063,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",right side,DSC_3497,32.818778,25.2,1,11,,,,,,,,,,,,,,,10.254,6.757,11.514,8.591,11.83,8.41,14.545,10.393,24.312,11.056,,,,51.154,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",right side,DSC_3497,32.818778,25.2,2,11,,,,,,,,,,,,,,,10.22,6.776,11.227,8.719,11.583,7.801,14.325,10.308,24.116,11.215,,,,50.956,3 1/2 to 4 mi NW of Interior,,
Merycoidodon major,Merycoidodon major,F:AM 45357,,"Jackson Co., SD",right side,DSC_3497,32.818778,25.2,3,11,,,,,,,,,,,,,,,10.107,6.638,11.368,8.776,11.82,7.975,14.706,10.258,24.261,11.264,,,,50.911,3 1/2 to 4 mi NW of Interior,,
Moropus elatus,Moropus elatus,?,,,right side,DSC_3551,22.4105359,20.847578,1,14,22.964,20.663,27.047,31.196,26.84,33.03,46.528,39.587,57.383,51.442,57.594,50.387,,,,,,,,,,,,,77.268,156.958,,,,,
Moropus elatus,Moropus elatus,?,,,right side,DSC_3551,22.4105359,20.847578,2,14,23.016,19.86,26.872,28.947,26.324,32.415,46.316,38.416,57.659,52.347,54.261,52.243,,,,,,,,,,,,,76.254,155.291,,,,,
Moropus elatus,Moropus elatus,?,,,right side,DSC_3551,22.4105359,20.847578,3,14,23.752,20.084,25.918,28.304,26.635,32.254,46.374,39.033,56.881,51.961,53.401,51.423,,,,,,,,,,,,,76.48,153.348,,,,,
Moropus elatus,Moropus elatus,?,,,left side,DSC_3553,22.4105359,20.847578,1,14,22.612,20.946,26.914,32.136,29.929,36.479,45.58,41.943,53.746,53.104,51.87,52.272,,,,,,,,,,,,,79.76,155.778,,,,,
Moropus elatus,Moropus elatus,?,,,left side,DSC_3553,22.4105359,20.847578,2,14,22.795,20.899,27.017,32.791,31.206,36.506,45.041,41.905,54.543,53.484,54.74,53.851,,,,,,,,,,,,,78.769,153.816,,,,,
Moropus elatus,Moropus elatus,?,,,left side,DSC_3553,22.4105359,20.847578,3,14,22.075,21.136,26.386,32.112,29.884,36.53,46.486,42.48,54.141,53.733,56.379,51.446,,,,,,,,,,,,,79.502,153.86,,,,,
Moropus elatus,Moropus elatus,uncatalogued,,,left side,DSC_3558,22.4105359,20.847578,1,9,,,,,,,,,,,,,,,,,30.525,19.439,40.324,22.787,55.427,27.491,61.557,30.378,,,,156.794,,,
Moropus elatus,Moropus elatus,uncatalogued,,,left side,DSC_3558,22.4105359,20.847578,2,9,,,,,,,,,,,,,,,,,30.97,19.329,40.634,23.047,55.997,27.488,61.704,30.55,,,,156.388,,,
Moropus elatus,Moropus elatus,uncatalogued,,,left side,DSC_3558,22.4105359,20.847578,3,9,,,,,,,,,,,,,,,,,30.189,19.987,40.321,22.798,55.81,27.313,61.502,30.182,,,,156.3,,,
Moropus elatus,Moropus elatus,uncatalogued,,,right side,DSC_3561,22.4105359,20.847578,1,11,,,,,,,,,,,,,,,27.197,16.262,30.854,19.923,41.484,24.417,55.028,27.648,60.24,29.002,,,,155.533,,,
Moropus elatus,Moropus elatus,uncatalogued,,,right side,DSC_3561,22.4105359,20.847578,2,11,,,,,,,,,,,,,,,26.637,16.084,31.03,19.927,40.435,24.324,54.596,27.259,59.991,29.331,,,,155.526,,,
Moropus elatus,Moropus elatus,uncatalogued,,,right side,DSC_3561,22.4105359,20.847578,3,11,,,,,,,,,,,,,,,26.728,15.801,31.494,19.83,41.027,24.152,54.225,27.592,60.709,28.878,,,,156.125,,,
Moropus elatus,Moropus elatus,F:AM 86167,,"Sioux Co., NE",left side,DSC_3564,22.4105359,20.847578,1,14,,,,,,,,,,,,,13.43,9.834,21.353,13.449,23.642,17.593,28.239,18.626,42.81,23.902,51.926,25.492,,,59.477,120.876,Agate Springs Quarry (?),,
Moropus elatus,Moropus elatus,F:AM 86167,,"Sioux Co., NE",left side,DSC_3564,22.4105359,20.847578,2,14,,,,,,,,,,,,,13.081,10.315,21.363,13.131,23.982,17.027,28.033,19.223,43.462,24.081,51.078,25.338,,,58.73,120.657,Agate Springs Quarry (?),,
Moropus elatus,Moropus elatus,F:AM 86167,,"Sioux Co., NE",left side,DSC_3564,22.4105359,20.847578,3,14,,,,,,,,,,,,,13.392,9.854,20.977,13.173,23.881,17.31,27.948,19.389,44.027,24.739,51.175,25.554,,,58.724,120.469,Agate Springs Quarry (?),,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54920,Sheep Creek,"Sioux Co., NE",right side,DSC_3568,17.6776803,17.1,1,14,,,,,,,,,,,,,12.371,8.889,20.824,13.33,24.395,16.259,33.235,19.834,46.573,25.114,52.928,26.733,,,57.184,132.293,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54920,Sheep Creek,"Sioux Co., NE",right side,DSC_3568,17.6776803,17.1,2,14,,,,,,,,,,,,,12.101,8.299,20.738,13.486,24.653,15.507,32.616,19.533,47.574,25.301,53.451,27.627,,,55.777,132.994,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54920,Sheep Creek,"Sioux Co., NE",right side,DSC_3568,17.6776803,17.1,3,14,,,,,,,,,,,,,12.167,8.395,20.559,13.487,24.32,15.39,32.998,19.58,47.324,25.057,53.134,28.002,,,56.977,132.242,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54920,Sheep Creek,"Sioux Co., NE",left side,DSC_3571,17.6776803,17.1,1,14,,,,,,,,,,,,,11.267,8.241,19.429,12.916,22.906,15.11,34.079,20.322,47.182,24.964,54.225,27.513,,,51.762,137.04,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54920,Sheep Creek,"Sioux Co., NE",left side,DSC_3571,17.6776803,17.1,2,14,,,,,,,,,,,,,11.921,8.662,20.248,13.383,23.07,14.817,33.696,20.124,46.442,24.881,54.85,27.661,,,52.269,137.321,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54920,Sheep Creek,"Sioux Co., NE",left side,DSC_3571,17.6776803,17.1,3,14,,,,,,,,,,,,,11.839,9.237,20.243,13.309,23.281,14.719,33.711,20.881,46.143,24.961,54.409,27.923,,,54.146,136.584,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54942,Sheep Creek,"Sioux Co., NE",left side,DSC_3574,17.6776803,17.1,1,14,19.023,15.643,21.471,27.639,21.772,27.942,36.954,36.148,50.886,41.655,49.293,41.847,,,,,,,,,,,,,62.741,138.314,,,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54942,Sheep Creek,"Sioux Co., NE",left side,DSC_3574,17.6776803,17.1,2,14,18.145,15.326,21.762,27.163,21.569,27.859,36.616,35.14,51.155,41.809,48.276,41.905,,,,,,,,,,,,,62.552,137.144,,,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54942,Sheep Creek,"Sioux Co., NE",left side,DSC_3574,17.6776803,17.1,3,14,18.32,15.647,21.707,27.639,21.606,28.332,37.205,35.366,51.282,42.091,48.587,42.379,,,,,,,,,,,,,62.253,137.667,,,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54871,Sheep Creek,"Sioux Co., NE",left side,DSC_3577,17.6776803,17.1,1,4,,,,,,,,,44.193,37.478,40.866,36.18,,,,,,,,,,,,,,,,,"East Ravine Quarry, Antelope Draw",,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54871,Sheep Creek,"Sioux Co., NE",left side,DSC_3577,17.6776803,17.1,2,4,,,,,,,,,43.934,38.134,40.167,36.548,,,,,,,,,,,,,,,,,"East Ravine Quarry, Antelope Draw",,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54871,Sheep Creek,"Sioux Co., NE",left side,DSC_3577,17.6776803,17.1,3,4,,,,,,,,,44.259,37.7,39.497,35.791,,,,,,,,,,,,,,,,,"East Ravine Quarry, Antelope Draw",,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54941,Sheep Creek,"Sioux Co., NE",right side,DSC_3580,17.6776803,17.1,1,11,,,21.12,27.297,23.981,27.788,39.017,35.974,50.095,41.775,47.237,40.985,,,,,,,,,,,,,,136.738,,,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54941,Sheep Creek,"Sioux Co., NE",right side,DSC_3580,17.6776803,17.1,2,11,,,21.34,28.001,23.757,28.073,39.38,35.312,49.316,41.847,47.652,41.166,,,,,,,,,,,,,,136.859,,,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54941,Sheep Creek,"Sioux Co., NE",right side,DSC_3580,17.6776803,17.1,3,11,,,20.998,28.176,23.941,28.454,38.883,36.162,49.644,42.021,47.314,40.944,,,,,,,,,,,,,,136.253,,,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54941,Sheep Creek,"Sioux Co., NE",left side,DSC_3583,17.6776803,17.1,1,11,,,19.882,27.479,22.873,27.599,39.198,33.114,49.941,40.148,48.133,41.17,,,,,,,,,,,,,,136.641,,,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54941,Sheep Creek,"Sioux Co., NE",left side,DSC_3583,17.6776803,17.1,2,11,,,20.592,26.41,23.478,27.687,40.016,33.221,50.141,40.148,48.026,41.163,,,,,,,,,,,,,,137.177,,,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54941,Sheep Creek,"Sioux Co., NE",left side,DSC_3583,17.6776803,17.1,3,11,,,20.577,27.513,23.452,27.419,40.017,33.605,50.073,40.472,48.041,40.825,,,,,,,,,,,,,,137.688,,,Greenside Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54874,Sheep Creek,"Sioux Co., NE",right side,DSC_3586,17.6776803,17.1,1,7,,,,,,,39.001,35.244,54.641,41.346,52.013,43.973,,,,,,,,,,,,,,143.273,,,East Ravine Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54874,Sheep Creek,"Sioux Co., NE",right side,DSC_3586,17.6776803,17.1,2,7,,,,,,,38.448,36.117,54.356,41.895,52.321,44.084,,,,,,,,,,,,,,143.359,,,East Ravine Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54874,Sheep Creek,"Sioux Co., NE",right side,DSC_3586,17.6776803,17.1,3,7,,,,,,,38.642,34.778,54.278,41.143,52.204,43.894,,,,,,,,,,,,,,143.566,,,East Ravine Quarry,,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54872,Sheep Creek,"Sioux Co., NE",left side,DSC_3589,17.6776803,17.1,1,11,,,,,,,,,,,,,,,21.254,12.517,26.85,17.175,38.966,21.057,52.591,26.215,56.74,27.405,,,,148.266,"East Ravine Quarry, Antelope Draw",,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54872,Sheep Creek,"Sioux Co., NE",left side,DSC_3589,17.6776803,17.1,2,11,,,,,,,,,,,,,,,21.448,12.808,26.739,17.176,39.252,20.879,51.618,25.724,57.058,27.043,,,,148.106,"East Ravine Quarry, Antelope Draw",,
Tylocephalonyx skinneri,Tylocephalonyx skinneri,F:AM 54872,Sheep Creek,"Sioux Co., NE",left side,DSC_3589,17.6776803,17.1,3,11,,,,,,,,,,,,,,,20.862,12.231,27.004,16.814,39.141,21.461,52.104,25.637,56.264,26.946,,,,148.894,"East Ravine Quarry, Antelope Draw",,
Acritohippus tertius,Acritohippus tertius,AMNH 14180,Sheep Creek,"Sioux Co., NE",right side,DSC_3597,17.2766001,16.1380807,1,14,17.234,19.251,18.137,23.847,18.968,24.269,16.71,21.856,15.463,22.907,14.917,18.29,,,,,,,,,,,,,55.061,47.017,,,,,
Acritohippus tertius,Acritohippus tertius,AMNH 14180,Sheep Creek,"Sioux Co., NE",right side,DSC_3597,17.2766001,16.1380807,2,14,17.192,19.727,18.199,23.527,19.282,24.084,16.84,22.246,15.72,22.516,14.15,17.735,,,,,,,,,,,,,55.195,46.962,,,,,
Acritohippus tertius,Acritohippus tertius,AMNH 14180,Sheep Creek,"Sioux Co., NE",right side,DSC_3597,17.2766001,16.1380807,3,14,16.688,19.422,18.224,23.849,19.347,24.178,16.658,21.726,16.104,22.698,14.207,18.217,,,,,,,,,,,,,53.971,46.921,,,,,
Acritohippus tertius,Acritohippus tertius,AMNH 14180,Sheep Creek,"Sioux Co., NE",left side,DSC_3598,17.2766001,16.1380807,1,14,19.534,19.948,18.697,24.018,19.583,23.761,17.525,23.338,18.554,22.224,14.506,20.446,,,,,,,,,,,,,56.948,50.032,,,,,
