Index,Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,Mass Status,Status ,IUCN Redlist status,Year Assessed,trophic,trophic ref,habitat mode,MOMv5 vs. MSW3,LAB.COMMENTS.2016,Taxonomy Ref,TO.DO,,,,,,,,,,,,,,,,,,,
3538,Insular,Seram and Buru (Indonesia),Chiroptera,Pteropodidae,Pteropus,ocularis, , ,2.342,220,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2959,Insular,Loyalty and New Caledonia Isls,Chiroptera,Pteropodidae,Pteropus,ornatus, , ,2.519,330,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2741,Insular,Halmahera Isls (Indonesia),Chiroptera,Pteropodidae,Pteropus,personatus, , ,2.106,127.5,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3133,Insular,Mortlock Isls (C Caroline Isls),Chiroptera,Pteropodidae,Pteropus,phaeocephalus, , ,-999,-999,-999,,extant, , ,,,,"Species  me change. Listing all species in the genus: admiralitatum, aldabrensis, alecto, anetianus, aruensis, ba krisi, brunneus, caniceps, capistratus, chrysoproctus, cog tus, conspicillatus, dasymallus, faunulus, fundatus, giganteus, gilliardorum, griseus, howensis, hypomelanus, insularis, intermedius, keyensis, leucopterus, livingstonii, lombocensis, loochoensis, lylei, macrotis, mahaganus, mariannus, melanopogon, melanotus, molossinus, neohibernicus, niger, nitendiensis, ocularis, or tus, pelewensis, perso tus, pilosus, pohlei, poliocephalus, pselaphon, pumilus, rayneri, rennelli, rodricensis, rufus, samoensis, scapulatus, seychellensis, speciosus, subniger, temminckii, tokudae, tonganus, tuberculatus, ualanus, vampyrus, vetulus, voeltzkowi, woodfordi, yapensis",merge; subspecies of P. insularis,MSW3,DELETE; combine mass with Pteropus insularis,,,,,,,,,,,,,,,,,,,
3919,Insular,palau Isls,Chiroptera,Pteropodidae,Pteropus,pilosus, , ,-999,-999,-999,,historical,EX, ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2916,Insular,Japen Isl (off NW New Guinea),Chiroptera,Pteropodidae,Pteropus,pohlei, , ,2.535,343,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2508,Insular,Bonin and Volcano Isls (Japan),Chiroptera,Pteropodidae,Pteropus,pselaphon, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3438,Insular,Philippines,Chiroptera,Pteropodidae,Pteropus,pumilus, , ,2.263,183.35,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3569,Insular,Solomon Isls,Chiroptera,Pteropodidae,Pteropus,rayneri, , ,2.86,724.5,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3477,Insular,Rodrigues Isls_ Round Isl near Mauritus Is (Mascarene Isls),Chiroptera,Pteropodidae,Pteropus,rodricensis, , ,2.405,253.833,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3085,Insular,Madagascar,Chiroptera,Pteropodidae,Pteropus,rufus, , ,2.558,361,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2705,Insular,Fiji Isls_ Tutuila Isl (american Samoa),Chiroptera,Pteropodidae,Pteropus,samoensis, , ,2.491,310,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2482,Insular,Australia_ S New Guinea,Chiroptera,Pteropodidae,Pteropus,scapulatus, , ,2.566,368.5,259,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3544,Insular,Seychelle Is_ Aldabra Isl Comoro Isls_ Mafia Isl (off Tanzania),Chiroptera,Pteropodidae,Pteropus,seychellensis, , ,2.66,457,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3123,Insular,Minda o and Bailan Isl (Philippines),Chiroptera,Pteropodidae,Pteropus,speciosus, , ,-999,-999,-999,,extant, , ,,,,Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Tamiasciurus mearnsi or RODENTIA Nesomyidae Saccostomus mearnsi,"synonym; was P. mearnsi, now is P. speciosus",ITIS Report,,,,,,,,,,,,,,,,,,,,
3718,Insular,Sulu Arch_ Basilan and Minda o (Philippines)_ Solombo Besar and Mata Siri (Java Sea)_ Talaut Isls,Chiroptera,Pteropodidae,Pteropus,speciosus, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3925,Insular,Reunion and Mauritus Isls,Chiroptera,Pteropodidae,Pteropus,subniger, , ,-999,-999,-999,,historical,EX, ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2623,Insular,Buru_ Amboi _ Seram (Indonesia)_ Bismarck Arch (Papua New Guinea) nearby islands_ perhaps Timor Isls (Indonesia),Chiroptera,Pteropodidae,Pteropus,temminckii, , ,2.398,250,153,,extant, , ,,,,"Species  me change. Listing all species in the genus: admiralitatum, aldabrensis, alecto, anetianus, aruensis, ba krisi, brunneus, caniceps, capistratus, chrysoproctus, cog tus, conspicillatus, dasymallus, faunulus, fundatus, giganteus, gilliardorum, griseus, howensis, hypomelanus, insularis, intermedius, keyensis, leucopterus, livingstonii, lombocensis, loochoensis, lylei, macrotis, mahaganus, mariannus, melanopogon, melanotus, molossinus, neohibernicus, niger, nitendiensis, ocularis, or tus, pelewensis, perso tus, pilosus, pohlei, poliocephalus, pselaphon, pumilus, rayneri, rennelli, rodricensis, rufus, samoensis, scapulatus, seychellensis, speciosus, subniger, temminckii, tokudae, tonganus, tuberculatus, ualanus, vampyrus, vetulus, voeltzkowi, woodfordi, yapensis","spelled ""temminckii"", not temmincki",,,,,,,,,,,,,,,,,,,,,
3899,Insular,Guam,Chiroptera,Pteropodidae,Pteropus,tokudae, , ,2.182,152,153,,historical,EX, ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3803,Insular,Tonga Isls_ Tongatapu Isl,Chiroptera,Pteropodidae,Pteropus,tonganus, , ,2.622,418.333,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3566,Insular,Solomon Isls_ Santa Cruz Isls_ Vanikoro Isl,Chiroptera,Pteropodidae,Pteropus,tuberculatus, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2854,Insular,Inodchi _ Malay Peninsula_ Borneo_ Philippines_ Sumatra_ Java and Lesser Sunda Isls adjacent small islands,Chiroptera,Pteropodidae,Pteropus,vampyrus, , ,2.92,832.5,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3166,Insular,New Caledonia,Chiroptera,Pteropodidae,Pteropus,vetulus, , ,2.17,148,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3362,Insular,Pemba Isls,Chiroptera,Pteropodidae,Pteropus,voeltzkowi, , ,2.722,527.5,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2701,Insular,Fauro Isl to Guadalca l Isl,Chiroptera,Pteropodidae,Pteropus,woodfordi, , ,2.077,119.328,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3524,Insular,Senegal to egypt_ Cyrups and Turkey_ sout to South Africa_ Pakistan to Yemen_ adjacent small islands,Chiroptera,Pteropodidae,Rousettus,aegyptiacus, , ,2.121,132.24,153,,extant, , ,frug,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2630,Insular,Cambodia_ Thailand_ Malay Peninsula through Indonesia to New Guinea_ Bismarck Arch and Solomon Isls_ Timor Isls,Chiroptera,Pteropodidae,Rousettus,amplexicaudatus, , ,1.934,86,122,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3149,Insular,N Sulawesi (Indonesia),Chiroptera,Pteropodidae,Rousettus,bidens, , ,-999,-999,-999,,extant, , ,,,,"Genus level change. Taxonomy possibilities are: CHIROPTERA Pteropodidae Rousettus bidens, CHIROPTERA Phyllostomidae To tia bidens, CHIROPTERA Phyllostomidae Sturnira bidens, CHIROPTERA Phyllostomidae Vampyressa bidens, CETACEA Ziphiidae Mesoplodon bidens",synonym; Boneia is now Rousettus,"IUCN redlist; note: in MSW3 but doesn't come up in search; instead search for genus, then find spp",,,,,,,,,,,,,,,,,,,,
3659,Insular,Sulawesi and Sangihe Isls,Chiroptera,Pteropodidae,Rousettus,celebensis, , ,1.751,56.3,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3591,Insular,Sri Lanka_ Pakistan to Viet m and S Chnia_ Sumatra_ Java Bali and mentawai Isls (Indonesia),Chiroptera,Pteropodidae,Rousettus,leschenaultii, , ,1.987,97.1,153,,extant, , ,,,,"Species  me change. Listing all species in the genus: aegyptiacus, amplexicaudatus, bidens, celebensis, lanosus, lesche ultii, linduensis, madagascariensis, obliviosus, spi latus","spelled ""lesche ultii"", not lesche ulti",,,,,,,,,,,,,,,,,,,,,
3086,Insular,Madagascar,Chiroptera,Pteropodidae,Rousettus,madagascariensis, , ,1.793,62.1,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2652,Insular,Comoro Isls,Chiroptera,Pteropodidae,Rousettus,obliviosus, , ,1.644,44.1,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3722,Insular,Sumatra Borneo,Chiroptera,Pteropodidae,Rousettus,spinalatus, , ,1.958,90.75,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2952,Insular,Liberia to Congo Republic and E Zaire_ Bioko,Chiroptera,Pteropodidae,Scotonycteris,zenkeri, , ,1.319,20.825,153,,extant, , ,frug,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3712,Insular,Sulawesi,Chiroptera,Pteropodidae,Styloctenium,wallacei, , ,2.238,173,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2691,Insular,E Queensland and New South Wales (Australia)_ New Guinea_ DEntrecasteaux Isls_ Trobriand Isls_ Louisiade Arch and Bismarck Arch (Papua N Guinea) Molucca Isls_ various adjacent islands,Chiroptera,Pteropodidae,Syconycteris,australis, , ,1.233,17.097,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2742,Insular,Halmahera Isls (Moluccas),Chiroptera,Pteropodidae,Syconycteris,carolinae, , ,1.591,39,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3135,Insular,Mountains of C New Guinea,Chiroptera,Pteropodidae,Syconycteris,hobbit, , ,1.262,18.288,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3129,Insular,Molucca Isls_ Sulawesi and Sangihe Isls (Indonesia),Chiroptera,Pteropodidae,Thoopterus,nigrescens, , ,1.781,60.4,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3157,Insular,NE India to S Chi  and Viet m_ south to W Malaysia_ Taiwan and Java and Bali,Chiroptera,Rhinolophidae,Coelops,frithii, , ,0.869,7.4,153,,extant, , ,,,,Species  me change. Listing all species in the genus: frithii or robinsoni,spelling change; frithi is now frithii,MSW3,,,,,,,,,,,,,,,,,,,,
3124,Insular,Mindoro (philippines),Chiroptera,Rhinolophidae,Coelops,robinsoni, , ,-999,-999,-999,,extant, , ,,,,"Genus level change. Taxonomy possibilities are: DIPROTODONTIA Macropodidae Lagorchestes hirsutus, RODENTIA Cricetidae Reithrodontomys hirsutus, RODENTIA Cricetidae Sigmodon hirsutus, CHIROPTERA Phyllostomidae Artibeus hirsutus",synonym; C. hirsutus is now C. robinsoni,IUCN redlist,,,,,,,,,,,,,,,,,,,,
2527,Insular,Borneo_ Sumatra_ W Malaysia,Chiroptera,Rhinolophidae,Hipposideros,doriae, , ,0.708,5.1,257,,extant, , ,,,,Genus level change. Taxonomy possibilities are: RODENTIA Muridae Leopoldamys sabanus,"Synonym; was H. subanus, now is S. doriae",IUCN,,,,,,,,,,,,,,,,,,,,
2524,Insular,Borneo_ Sumatra (including Nias and Engano Isls)_ Java_ Lombok and Bali (Indonesia)_ Palawan (Philippines)_ Thailand_ laos_ Cambodia,Chiroptera,Rhinolophidae,Rhinolophus,acuminatus, , ,1.097,12.5,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2771,Insular,India to S Chi  through Malaysia to Borneo and Lesser Sunda Isls_ adaman Isls (Inida)_ perhaps sri Lanka,Chiroptera,Rhinolophidae,Rhinolophus,affinis, , ,1.122,13.25,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3535,Insular,Senegal to uganda_ SW Sudan_ N zaire and Gabon_ Bioko,Chiroptera,Rhinolophidae,Rhinolophus,alcyone, , ,1.273,18.75,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3357,Insular,Palawan and Luzon (Philippines),Chiroptera,Rhinolophidae,Rhinolophus,arcuatus, , ,-999,-999,-999,,extant, , ,,,,"Genus level change. Taxonomy possibilities are: CHIROPTERA Pteropodidae Dobsonia anderseni, CHIROPTERA Phyllostomidae Artibeus anderseni",synonym; Rhinolophus anderseni is now Rhinolophus arcuatus,IUCN redlist,,,,,,,,,,,,,,,,,,,,
3724,Insular,Sumatra to Philippines_ New Guinea and Lesser Sundas,Chiroptera,Rhinolophidae,Rhinolophus,arcuatus, , ,0.942,8.75,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2516,Insular,Borneo_ Labuan and Banguey Isl (Malaysia)_ Java_ karimata Isls and South  tu  Isls (Indonesia)_ Cambodia_ Viet m,Chiroptera,Rhinolophidae,Rhinolophus,borneensis, , ,0.898,7.9,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2926,Insular,Java_ Timor (Indonesia),Chiroptera,Rhinolophidae,Rhinolophus,canuti, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2921,Insular,Java_ madura_ Bali_ Timor_ Sulawesi_ sangihe and Talaud Isl (Indonesia),Chiroptera,Rhinolophidae,Rhinolophus,celebensis, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2472,Insular,Andaman isls (India),Chiroptera,Rhinolophidae,Rhinolophus,cognatus, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2870,Insular,Japan (including Ryukyu Isls) perhaps SE Chi ,Chiroptera,Rhinolophidae,Rhinolophus,cornutus, , ,0.857,7.2,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2517,Insular,Borneo_ Madura Isls_ Java and Timor Indonesia),Chiroptera,Rhinolophidae,Rhinolophus,creaghi, , ,1.079,12,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3816,Insular,Uganda_ S Somalia_ s Sudan_ NE Zaire_ Kenya_ Rwanda_ N Tanzania_ Zanzibar and Pemba,Chiroptera,Rhinolophidae,Rhinolophus,eloquens, , ,1.28,19.05,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3805,Insular,Transcaucasia to Israel and S Europe_ Turkmenistan_ Iran_ Algeria_ Morocco_ Tunisia_ various Mediterranean islands_ perhaps Egypt,Chiroptera,Rhinolophidae,Rhinolophus,euryale, , ,0.911,8.15,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2475,Insular,Aru Isl_ Buru_ Amboi _ Seram and Timor Laut Isls_ Kei isls_ halmahera and Sulaesi (Indonesia)_ New Guinea_ Bismarck Arch_ adjacent small islands,Chiroptera,Rhinolophidae,Rhinolophus,euryotis, , ,1.155,14.3,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3487,Insular,S England to Caucasus Mtns south to Morocco and Tunesia (but not Egypt) through Iran and Himalayas to Chi  and Japan_ adjacent small islands,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum, , ,1.323,21.061,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2857,Insular,Ireland_ Iberia and Morocco through S europe and N africa to Kirghizia and kashmir_ arbaia_ Sudan_ Ethiopia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros, , ,0.673,4.709,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2858,Insular,Iriomote Isl (Ryukyu Isls),Chiroptera,Rhinolophidae,Rhinolophus,imaizumii, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3122,Insular,Minda o (Philippines),Chiroptera,Rhinolophidae,Rhinolophus,inops, , ,1.13,13.5,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2495,Insular,Batchian Isl (Halmahera Isls)_ Seram_ Goram Isl (SE of Seram)_ Kei Isls_ Wetter Isl (Flores Sea) (indonesia),Chiroptera,Rhinolophidae,Rhinolophus,keyensis, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,CHECK MASS merge with mass from R. simplex,,,,,,,,,,,,,,,,,,,
3525,Insular,Senegal to ethiopia and Somalia_ south to South africa and  mibia_ Bioko_ Zanzibar,Chiroptera,Rhinolophidae,Rhinolophus,landeri, , ,0.947,8.86,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2462,Insular,Afghanistan_ N India_ Burma_ Thailand_ Saechwan and Yun n (Chi )_ W Malaysia_ Sumatra,Chiroptera,Rhinolophidae,Rhinolophus,lepidus, , ,0.756,5.7,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2852,Insular,Inida (including Sikkim)_ Nepal_ Burma_ Sri Lnka_ S Chi _ Taiwan_ Viet m_ Laos_ Thailand_ Malay Peninsula_ Borneo_ Sumatra_ java and bali,Chiroptera,Rhinolophidae,Rhinolophus,luctus, , ,1.519,33,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3142,Insular,N India to S Chi _ Viet m and W Malaysia_ Sumatra_ Philippines,Chiroptera,Rhinolophidae,Rhinolophus,macrotis, , ,0.789,6.15,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2689,Insular,E New Guniea_ Misima Isl (Louisiade Arch.) Goodenough Isl (DEntrecasteaux isls) and Bismarck Arch (Papua New Guniea)_ E Queensland_ E New South Wales and E Victoria (Australia),Chiroptera,Rhinolophidae,Rhinolophus,megaphyllus, , ,1.003,10.063,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3468,Insular,Portugal_ Spain_ France_ Rumania_ Yugoslavia_ Bulgaria_ Greece_ Tanscaucasia_ Morocco to Cyre ica (Libya)_ Mediterranean islands_ iran_ Afghanistan_ Asia Minor_ Isreal_ Egypt,Chiroptera,Rhinolophidae,Rhinolophus,mehelyi, , ,1.091,12.333,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2471,Insular,A mba and North  tu  Isls (Indonesia),Chiroptera,Rhinolophidae,Rhinolophus,nereis, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3125,Insular,Mindoro_ Luzon_ Minda o and negros (Philippines)_ Kei Isls_ sulawesi and Timor (Indonesia)_ Borneo new Guinea_ NE Queensland (Australia),Chiroptera,Rhinolophidae,Rhinolophus,philippinensis, , ,1,10,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2774,Insular,India_ Thailand_ W Malaysia_ mentawai Isls_ Java and lesser sunda isls (Indonesia)_ small adjacent islands,Chiroptera,Rhinolophidae,Rhinolophus,pusillus, , ,0.712,5.15,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3847,Insular,W Malaysia_ Thailand_ adjacent small islands,Chiroptera,Rhinolophidae,Rhinolophus,robinsoni, , ,0.929,8.5,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3584,Insular,Sri lanka and India to S chi  and viet m,Chiroptera,Rhinolophidae,Rhinolophus,rouxii, , ,1.071,11.787,153,,extant, , ,,,,"Species  me change. Listing all species in the genus: acumi tus, adami, affinis, alcyone, arcuatus, beddomei, blasii, bocharicus, borneensis, canuti, capensis, celebensis, clivosus, coelophyllus, cog tus, convexus, cornutus, creaghi, darlingi, deckenii, denti, eloquens, euryale, euryotis, ferrumequinum, formosae, fumigatus, guineensis, hildebrandtii, hilli, hillorum, hipposideros, imaizumii, inops, keyensis, landeri, lepidus, luctus, maclaudi, macrotis, madurensis, maendeleo, malayanus, marshalli, megaphyllus, mehelyi, mitratus, monoceros, montanus, nereis, osgoodi, paradoxolophus, pearsonii, philippinensis, pusillus, rex, robinsoni, rouxii, rufus, ruwenzorii, sakejiensis, sedulus, shameli, shortridgei, siamensis, silvestris, simulator, sinicus, stheno, subbadius, subrufus, swinnyi, thomasi, trifoliatus, virgo, yu nensis, ziama",spelling change; rouxi is now rouxii,MSW3,,,,,,,,,,,,,,,,,,,,
3444,Insular,Philippines,Chiroptera,Rhinolophidae,Rhinolophus,rufus, , ,1.477,30,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3840,Insular,W Malaysia_ Borneo,Chiroptera,Rhinolophidae,Rhinolophus,sedulus, , ,0.942,8.75,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2955,Insular,Lombok_ sumbawa and Komodo Isl (Lesser Sunda Isls),Chiroptera,Rhinolophidae,Rhinolophus,simplex, , ,0.792,6.2,153,,extant, , ,,,,Genus level change. Taxonomy possibilities are: RODENTIA Cricetidae Pseudoryzomys simplex,Merger: Rhinolophus keyensis simplex,MSW3,DELETE,,,,,,,,,,,,,,,,,,,
3848,Insular,W Malaysia_ Thailand_ sumatra and java (Indonesia),Chiroptera,Rhinolophidae,Rhinolophus,stheno, , ,0.898,7.9,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3445,Insular,Philippines,Chiroptera,Rhinolophidae,Rhinolophus,subrufus, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3577,Insular,South Africa to S zaire and Zanzibar,Chiroptera,Rhinolophidae,Rhinolophus,swinnyi, , ,0.853,7.125,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3101,Insular,Malay Peninsula_ SW Thailand_ Burma_ NE India_ Borneo_ Sumatra_ Riau Archipelago_ banguey Isl_ Java_ Banka Isl and Nias Isl,Chiroptera,Rhinolophidae,Rhinolophus,trifoliatus, , ,1.154,14.25,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3446,Insular,Philippines,Chiroptera,Rhinolophidae,Rhinolophus,virgo, , ,0.778,6,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2616,Insular,Burma to Morocco_ south to mauritania_ Nigeria and kenya_ Socotra Isl (Yemen),Chiroptera,Rhinopomatidae,Rhinopoma,hardwickii, , ,1.153,14.22,153,,extant, , ,ainsect,t1,volant,"Species  me change. Listing all species in the genus: hardwickii, macinnesi, microphyllum, muscatellum",,,,,,,,,,,,,,,,,,,,,,
3131,Insular,Morocco and Senegal to Thailand_ Sumatra,Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum, , ,1.445,27.869,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3472,Insular,Queretaro and Baja California (Mexcio) to K sas (USA) and British Columbia (Ca da) cuba,Chiroptera,Vespertilionidae,Antrozous,pallidus, , ,1.318,20.8,153,,extant, , ,Ainsect,same as  ,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2927,Insular,java_ w malaysia_ burma_ NE India_ SW Chi ,Chiroptera,Vespertilionidae,Arielulus,circumdatus, , ,1.017,10.4,153,,extant, , ,,,,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Arielulus circumdatus,synonym; Pipistrellus is now Arielulus,IUCN redlist,,,,,,,,,,,,,,,,,,,,
2577,Insular,Borneo,Chiroptera,Vespertilionidae,Arielulus,cuprosus, , ,-0.736,5.45,257,,extant, , ,,,,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Arielulus cuprosus,synonym; Pipistrellus is now Arielulus,IUCN redlist,,,,,,,,,,,,,,,,,,,,
2694,Insular,England and W Europe to Caucasus_ Turkey_ Crimea (ukarine)_ Moroco_ larger Mediterranean islands_ Ca ry Isls_ perhaps Senegal,Chiroptera,Vespertilionidae,Barbastella,barbastellus, , ,0.905,8.029,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2636,Insular,Caucasus to the Pamirs_ N Iran_ Afganistan_ India and W Chi _ Honshu_ Hokkaido (Japan)_ Si i (Egypt)_ N Ethiopia_ perhaps Indo-Chi ,Chiroptera,Vespertilionidae,Barbastella,leucomelas, , ,1.178,15.05,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3807,Insular,Tres Marias Isls_ Jalisco_ Veracruz and Chiapas (mexico)_ Belize_ Honduras_ Coasta Rica,Chiroptera,Vespertilionidae,Bauerus,dubiaquercus, , ,1.36,22.925,153_ 259,,extant, , ,Ginsect,same as  ,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Bauerus dubiaquercus,synonym; Antrozus is now Bauerus,IUCN redlist,,,,,,,,,,,,,,,,,,,,
2480,Insular,Australia but not Cape York Peninsula N of Cardwell_ Tasmania_ Norfolk Isl (australia_ New Caledonia,Chiroptera,Vespertilionidae,Chalinolobus,gouldii, , ,1.16,14.467,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3580,Insular,Southern Australia_ Tasmania,Chiroptera,Vespertilionidae,Chalinolobus,morio, , ,0.943,8.767,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3137,Insular,N and E Australia_ SE New Guniea and adjacent small islands,Chiroptera,Vespertilionidae,Chalinolobus,nigrogriseus, , ,0.944,8.8,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3329,Insular,New Zealand and adjacent small islands,Chiroptera,Vespertilionidae,Chalinolobus,tuberculatus, , ,0.929,8.5,166,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
