Index,Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,Mass Status,Status ,IUCN Redlist status,Year Assessed,trophic,trophic ref,habitat mode,MOMv5 vs. MSW3,LAB.COMMENTS.2016,Taxonomy Ref,TO.DO,,,,,,,,,,,,,,,,,,,
3485,Insular,S Ca da to Colombia and N brazil_ Greater Antilles_ bahmas_ Dominica and barbados (Lesser Antilles) perhaps Alaska,Chiroptera,Vespertilionidae,Eptesicus,fuscus, , ,1.216,16.46,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2726,Insular,Guadeloupe (lesser Antilles),Chiroptera,Vespertilionidae,Eptesicus,guadeloupensis, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3341,Insular,NW Peru_ W Ecuador_ Pu  Isl (Ecuador),Chiroptera,Vespertilionidae,Eptesicus,innoxius, , ,-999,-999,-999,,extant, , ,Ainsect,t3,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3830,Insular,W and E Europe to E Siberia and NW Chi _ north beyond Artic circle in Scandi via_ south to Bulgaria_ Iraq_ the Elburz Mtns (N Iran)_ The Pamirs and W Chi  (not Tibet)_ Nepal_ Honshu_ Hokkaido (Japan)_ Sakhalin Isl (Russia),Chiroptera,Vespertilionidae,Eptesicus,nilssonii, , ,1.018,10.425,153,,extant, , ,,,,"Species  me change. Listing all species in the genus: andinus, bobrinskoi, bottae, brasiliensis, chiriquinus, diminutus, dimissus, floweri, furi lis, fuscus, gobiensis, guadeloupensis, hottentotus, innoxius, japonensis, kobayashii, matroka,  sutus, nilssonii, pachyotis, platyops, serotinus, tatei","spelled ""nilssonii"" with 2 I's- may also include E. japonensis",,,,,,,,,,,,,,,,,,,,,
3832,Insular,W Europe through S Asiatic Russia to Himalayas_ Thailand and Chi _ north to Korea_ Taiwan_ S England_ N Africa_ most islands in Mediterranean_ perhaps Subsaharan Africa,Chiroptera,Vespertilionidae,Eptesicus,serotinus, , ,1.359,22.858,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2922,Insular,java_ records from india and sri lanka are in error,Chiroptera,Vespertilionidae,Falsistrellus,mordax, , ,-999,-999,-999,,extant, , ,,,,Genus level change. Taxonomy possibilities are: RODENTIA Cricetidae Euneomys mordax or RODENTIA Muridae Notomys mordax or RODENTIA Muridae Rattus mordax or CHIROPTERA Phyllostomidae Lonchophylla mordax or CHIROPTERA Phyllostomidae Sturnira mordax or CHIROPTERA Vespertilionidae Falsistrellus mordax or CHIROPTERA Vespertilionidae Harpiocephalus mordax,"syonym; was Pipistrellus, now is Falsistrellus",MSW3,,,,,,,,,,,,,,,,,,,,
2523,Insular,borneo_ sulawesi_ buru and amboi  (molucca issl)_ philippines,Chiroptera,Vespertilionidae,Falsistrellus,petersi, , ,0.813,6.5,257,,extant, , ,,,,"Genus level change. Taxonomy possibilities are: MACROSCELIDEA Macroscelididae Rhynchocyon petersi, CHIROPTERA Vespertilionidae Falsistrellus petersi",synonym; Pipistrellus is now Falsistrellus,IUCN redlist,,,,,,,,,,,,,,,,,,,,
3534,Insular,Senegal to Uganda_ Bioko,Chiroptera,Vespertilionidae,Glauconycteris,poensis, , ,0.848,7.05,153,,extant, , ,ainsect,t1,volant,Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Paraxerus poensis or RODENTIA Muridae Grammomys poensis or SORICOMORPHA Soricidae Crocidura poensis or CHIROPTERA Vespertilionidae Glauconycteris poensis or CARNIVORA Viverridae Genetta poensis,"synonym; was Chalinolobus, now is Glauconycteris",IUCN,,,,,,,,,,,,,,,,,,,,
2929,Insular,Java,Chiroptera,Vespertilionidae,Glischropus,javanus, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2622,Insular,Burma_ thailand_ W malyasia_ borneo_ SW Philiipines_ Sumatra and N Molucca Isls,Chiroptera,Vespertilionidae,Glischropus,tylopus, , ,0.638,4.35,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2772,Insular,India to taiwan and viet m_ south to molucca isls_ java and lesser sunda isls,Chiroptera,Vespertilionidae,Harpiocephalus,harpia, , ,1.279,19,122,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2619,Insular,Burma_ Thailand_ Malay Peninsula_ Borneo,Chiroptera,Vespertilionidae,Hesperoptenus,blanfordi, , ,0.796,6.25,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2518,Insular,Borneo_ malay Peninsula,Chiroptera,Vespertilionidae,Hesperoptenus,doriae, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3708,Insular,Sulawesi,Chiroptera,Vespertilionidae,Hesperoptenus,gaskelli, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2767,Insular,India (including A daman Isls)_ Sri Lanka_ nepal_ Bhutan_ Burma_ Thailand_ perhaps SW Chi ,Chiroptera,Vespertilionidae,Hesperoptenus,tickelli, , ,1.212,16.3,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2519,Insular,Borneo_ Malay Peninsula,Chiroptera,Vespertilionidae,Hesperoptenus,tomesi, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2862,Insular,Israel_ s Yemen_ Oman_ perhaps Socotra Isl (Yemen),Chiroptera,Vespertilionidae,Hypsugo,bodenheimeri, , ,0.431,2.7,153,,extant, , ,,,,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Hypsugo bodenheimeri,synonym; Pipstrellus is now Hypsugo,IUCN goes by Pipistrellus; MSW3,,,,,,,,,,,,,,,,,,,,
2920,Insular,Java_ Kangean isl_ bali and lesser sunda isls_ borneo,Chiroptera,Vespertilionidae,Hypsugo,imbricatus, , ,0.752,5.65,153,,extant, , ,,,,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Hypsugo imbricatus,synonym; Pipstrellus is now Hypsugo,IUCN goes by Pipistrellus; MSW3,,,,,,,,,,,,,,,,,,,,
2578,Insular,Borneo,Chiroptera,Vespertilionidae,Hypsugo,kitcheneri, , ,-999,-999,-999,,extant, , ,,,,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Hypsugo kitcheneri,synonym; Pipstrellus is now Hypsugo,IUCN goes by Pipistrellus; MSW3,,,,,,,,,,,,,,,,,,,,
3849,Insular,W Malyasia_ sumatra_ borneo_ bali_ adjacent small islands,Chiroptera,Vespertilionidae,Hypsugo,macrotis, , ,-999,-999,-999,,extant, , ,,,,Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Rheithrosciurus macrotis or RODENTIA Cricetidae Alticola macrotis or RODENTIA Cricetidae Neotoma macrotis or RODENTIA Cricetidae Thomasomys macrotis or RODENTIA Muridae Notomys macrotis or RODENTIA Anomaluridae Idiurus macrotis or LAGOMORPHA Ochotonidae Ochoto  macrotis or CHIROPTERA Pteropodidae Pteropus macrotis or CHIROPTERA Rhinolophidae Rhinolophus macrotis or CHIROPTERA Emballonuridae Peropteryx macrotis or CHIROPTERA Nycteridae Nycteris macrotis or CHIROPTERA Molossidae Nyctinomops macrotis or CHIROPTERA Vespertilionidae Hypsugo macrotis or CARNIVORA Canidae Vulpes macrotis,"synonym; was Pipstrellus, now is Hypsugo",REF?,,,,,,,,,,,,,,,,,,,,
3765,Insular,Szechwan_ Yun n_ Hu  _ Kiangsu_ Fukien (Chi )_ Hong Kong_ Thailand,Chiroptera,Vespertilionidae,Hypsugo,pulveratus, , ,0.744,5.545,153,,extant, , ,,,,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Hypsugo pulveratus,synonym; Pipstrellus is now Hypsugo,IUCN goes by Pipistrellus; MSW3,,,,,,,,,,,,,,,,,,,,
2766,Insular,Iberia_ morocco and the ca ry (Spain) and Cape verde Isls through the Caucasus and Mongolia to korea_ NE Chi  and Japan_ southeastward through iran and afghanistan to N india and burma,Chiroptera,Vespertilionidae,Hypsugo,savii, , ,0.803,6.355,153,,extant, , ,ainsect,t1,volant,Genus level change. Taxonomy possibilities are: RODENTIA Cricetidae Microtus savii or CHIROPTERA Vespertilionidae Hypsugo savii,synonym; genus changed from Pipistrellus to Hypsugo,MSW3,,,,,,,,,,,,,,,,,,,,
2958,Insular,Louisiade Arch_ And DEntrecasteaux Isls (Papua New Guniea),Chiroptera,Vespertilionidae,Kerivoula,agnella, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2950,Insular,Lesser Sunda Isls (indonesia) Borneo,Chiroptera,Vespertilionidae,Kerivoula,flora, , ,0.775,5.95,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2853,Insular,Inida_ Sri Lanka_ Burma_ Tahiland _ Chi _ W Malaysia_ Borneo_ Java_ Sumatra_ Mentawai Isls_ Sulawesi_ Bali_ Lesser Sundas_ Kangean Isl and Talaud Isl (indonesia)_ Philippines,Chiroptera,Vespertilionidae,Kerivoula,hardwickii, , ,0.628,4.25,122,,extant, , ,,,,"Species  me change. Listing all species in the genus: africa , agnella, argentata, cuprosa, eriophora, flora, hardwickii, intermedia, lanosa, lenis, minuta, musci , myrella, papillosa, pellucida, phalae , picta, smithii, whiteheadi"," me change, spelled ""hardwickii"", not hardwickei",,,,,,,,,,,,,,,,,,,,,
2528,Insular,Borneo_ W malaysia,Chiroptera,Vespertilionidae,Kerivoula,intermedia, , ,0.55,3.55,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3841,Insular,W Malaysia_ S Thailand_ Borneo,Chiroptera,Vespertilionidae,Kerivoula,minuta, , ,0.322,2.1,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2628,Insular,C New Guinea,Chiroptera,Vespertilionidae,Kerivoula,musci , , ,0.712,5.15,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2505,Insular,Bismarck Arch_ Wetar Isl (Lesser Sunda Isls),Chiroptera,Vespertilionidae,Kerivoula,myrella, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3158,Insular,NE India_ Viet m_ W Malaysia_ Sumatra_ Java_ Sulawesi_ Borneo,Chiroptera,Vespertilionidae,Kerivoula,papillosa, , ,0.978,9.5,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2522,Insular,Borneo_ Philippines_ Java and sumatra_ W Malaysia,Chiroptera,Vespertilionidae,Kerivoula,pellucida, , ,0.618,4.15,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3647,Insular,Sri L ka_ India to Viet m_ W Malaysia and S Chi _ Borneo_ Sumatra_ Java_ Bali_ Lombok and Molucca isls,Chiroptera,Vespertilionidae,Kerivoula,picta, , ,0.653,4.5,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3375,Insular,Philippines_ Borneo_ S Thailand_ W Malaysia,Chiroptera,Vespertilionidae,Kerivoula,whiteheadi, , ,0.663,4.6,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3486,Insular,S Ca da_ USA (including SE Alaska_ and except extreme southern parts)_ NE Mexico_ Bermuda,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans, , ,1.019,10.456,153,,extant, , ,Ainsect,t2,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2642,Insular,Chile_ Argenti _ Uruguay and Brazil to C Ca da_ Jamacia_ Cuba_ Hispaniola_ Puerto Rico_ bermuda_ Bahmas_ Trinidad and Tabago_ Galapagos (Ecuador),Chiroptera,Vespertilionidae,Lasiurus,borealis, , ,1.031,10.738,153,,extant, , ,Ainsect,t3,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2648,Insular,Colombia and venezuela to C Chile_ Uruguay and C Argenti _ Hawaii (USA)_ Guatemala and Mexico throughout the USA to S British Columbia_ SE Mackensie_ Hudson Bat and S Quebec (Ca da)_ Galapagos_ Bermuda_ acciden,Chiroptera,Vespertilionidae,Lasiurus,cinereus, , ,1.403,25.278,153,,extant, , ,Ainsect,t3,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3484,Insular,S California_ Arizonia and S Texas (USA) to argenti _ uruguay and brazil_ trinidad,Chiroptera,Vespertilionidae,Lasiurus,ega, , ,1.121,13.2,153,,extant, , ,Ainsect,t3,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2758,Insular,Honduras to Si loa (Mexico) and through Texas to Florida and New Jersey (USA) Cuba,Chiroptera,Vespertilionidae,Lasiurus,intermedius, , ,1.362,23.025,153,,extant, , ,Ainsect,t2,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2714,Insular,Florida and Texas to Oklahoma and Virginia_ Pennsylvania and New York (USA)_ Bermuda,Chiroptera,Vespertilionidae,Lasiurus,seminolus, , ,0.995,9.888,153,,extant, , ,Ainsect,t2,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3549,Insular,Sierra Leone to Ethiopia_ south to Tanzania_ Zambia and Angola_ Bioko,Chiroptera,Vespertilionidae,Mimetillus,moloneyi, , ,0.944,8.8,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3374,Insular,Philippines_ borneo and java_ southeast to Vanuatu (New Hebrides) and E australia,Chiroptera,Vespertilionidae,Miniopterus,australis, , ,0.699,5,257_ 122,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3479,Insular,Ryukyu isls (japan)_ SE Chi _ Thailand_ W Malaysia_ borneo_ java_ sulawesi_ philippines_ new guniea,Chiroptera,Vespertilionidae,Miniopterus,fuscus, , ,1.031,10.733,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3156,Insular,ne india and se chi  to timor (Indonesia) and new guniea,Chiroptera,Vespertilionidae,Miniopterus,magnater, , ,1.148,14.067,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2945,Insular,kenya_ tanzania_ zaire_ congo republic_ madagascar_ sao tome isls_ comoro isls,Chiroptera,Vespertilionidae,Miniopterus,minor, , ,0.846,7.008,153,,extant, , ,ainsect,t1,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2773,Insular,India to the philippines and moluccas_ solomons to new caledonia_ perhaps new guniea,Chiroptera,Vespertilionidae,Miniopterus,pusillus, , ,0.935,8.613,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2960,Insular,loyalty isls (E of New Caledonia),Chiroptera,Vespertilionidae,Miniopterus,robustior, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3488,Insular,S Europe and Morocco through the Caucasus and Iran to most of chi  and japan_ most of indo-malayan region_ new guniea_ solomon isls (including bougainville isl)_ australia_ subsaharan africa_ madagascar_ bismarck arch,Chiroptera,Vespertilionidae,Miniopterus,schreibersii, , ,1,10,122,,extant, , ,ainsect,t1,volant,Species  me change. Listing all species in the genus: africanus or australis or fraterculus or fuscus or gleni or inflatus or macrocneme or mag ter or majori or ma vi or medius or minor or  talensis or paululus or pusillus or robustior or schreibersii or shortridgei or tristis,spelling change; schreibersi is now schreibersii,,,,,,,,,,,,,,,,,,,,,
3379,Insular,philippines_ sulawesi_ new guniea_ bismarck arch_ solomon isls_ vanuatu (New Hebrides),Chiroptera,Vespertilionidae,Miniopterus,tristis, , ,1.197,15.75,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3839,Insular,W malaysia_ borneo,Chiroptera,Vespertilionidae,Murina,aenea, , ,0.86,7.25,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3583,Insular,Sri lanka and India to Kwangtung and Hai n (Chi )_ Viet m_ south to W Malaysia_ borneo_ philippines_ lesser sunda isls,Chiroptera,Vespertilionidae,Murina,cyclotis, , ,0.978,9.5,257_ 122,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2951,Insular,Lesser sunda isls_ sulawesi_ new guniea_ ne australia,Chiroptera,Vespertilionidae,Murina,florium, , ,0.628,4.25,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2686,Insular,E Himalayas_ Shensi_ Szechwan_ Fukien and Inner Mongolia (Chi )_ Upper Yenisei River (russia)_ Altai Mtns (Russia_ Kazakhstan and Mongolia)_ Korea_ Ussuri region (Russia)_ Sakhalin Isl (Russia)_ Honshu_ Kyushu and Shikiku (japan),Chiroptera,Vespertilionidae,Murina,leucogaster, , ,0.878,7.55,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2569,Insular,Borneo,Chiroptera,Vespertilionidae,Murina,rozendaali, , ,0.658,4.55,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2871,Insular,japan_ including Tsushima isls,Chiroptera,Vespertilionidae,Murina,silvatica, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2924,Insular,java_ sumatra_ borneo_ w malaysia_ nearby small islands,Chiroptera,Vespertilionidae,Murina,suilla, , ,0.512,3.25,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3814,Insular,Tsushima isls (Japan)_ perhaps Yakushima (Ryukyu isls_ Japan),Chiroptera,Vespertilionidae,Murina,tenebrosa, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3821,Insular,Ussuri region_ Kurile isls and Sakhalin (Russia)_ Korea,Chiroptera,Vespertilionidae,Murina,ussuriensis, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3766,Insular,Taiwan and W Malaysia_ south and east to New Guniea_ Bismarck Arch_ solomon Isls_ Vanuatu (=New Hebrides)_ N and E coastal Australia_ perhaps Tibet (Chi ),Chiroptera,Vespertilionidae,Myotis,adversus, , ,1.023,10.553,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2872,Insular,Japan_ Korea_ SE Siberia_ NE Chi ,Chiroptera,Vespertilionidae,Myotis,bombinus, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2611,Insular,Britain to Kazakhstan_ E Siberia including Sakhalin Isls_ Kamchatka Peninsula and Kurile Isls (Russia)_ Mongolia south to Spain_ Greece_ Korea and Ussuri region (Russia)_ Japan,Chiroptera,Vespertilionidae,Myotis,brandtii, , ,0.724,5.3,153,,extant, , ,,,,Genus level change. Taxonomy possibilities are: RODENTIA Cricetidae Mesocricetus brandti,spelling error; brandtii not brandti,MSW3,,,,,,,,,,,,,,,,,,,,
3112,Insular,Mediterranean zone and islands of Europe and NW Africa_ Turkey_ Isreal_ Iraq_ Iran_ Uzbekistan,Chiroptera,Vespertilionidae,Myotis,capaccinii, , ,0.872,7.44,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3764,Insular,Szechwan and Yun n to Kiangsu (Chi )_ Hong Kong_ N thailand,Chiroptera,Vespertilionidae,Myotis,chinensis, , ,1.623,42,60,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2699,Insular,Europe east to Kamtschatka_ Vlasivostok_ Sakhalin and Kurile Isls (Russia)_ Japan_ Korea_ Manchuria_ E and S Chi _ Britiain and Ireland_ Scandi via_ Assam (India),Chiroptera,Vespertilionidae,Myotis,daubentonii, , ,0.869,7.404,153,,extant, , ,,,,"Species  me change. Listing all species in the genus: abei, adversus, aelleni, albescens, alcathoe, altarium, anjouanensis, an miticus, annectans, atacamensis, ater, auriculus, australis, austroriparius, bechsteinii, blythii, bocagii, bombinus, brandtii, bucharensis, californicus, capaccinii, chiloensis, chinensis, ciliolabrum, cobanensis, csorbai, dasycneme, daubentonii, davidii, dominicensis, elegans, emargi tus, evotis, fimbriatus, findleyi, formosus, fortidens, frater, gomantongensis, goudoti, grisescens, hajastanicus, hasseltii, hermani, horsfieldii, hosonoi, ikonnikovi, insularum, keaysi, keenii, laniger, leibii, levis, longipes, lucifugus, macrodactylus, macropus, macrotarsus, martiniquensis, melanorhinus, moluccarum, montivagus, morrisi, muricola, myotis, mystacinus,  ttereri, nesopolus, nigricans, nipalensis, occultus, oreias, oxyg thus, oxyotus, ozensis, peninsularis, pequinius, planiceps, pruinosus, punicus, ricketti, ridleyi, riparius, rosseti, ruber, schaubi, scotti, septentrio lis, sicarius, siligorensis, simus, sodalis, stalkeri, thysanodes, tricolor, velifer, vivesi, volans, welwitschii, yanbarensis, yesoensis, yumanensis",spelling change; was daubentoni to daubentonii,MSW3,,,,,,,,,,,,,,,,,,,,
3145,Insular,N Lesser Antilles,Chiroptera,Vespertilionidae,Myotis,dominicensis, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3806,Insular,Tres Marias Isls (Mexico),Chiroptera,Vespertilionidae,Myotis,findleyi, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2458,Insular,Afghanistan to Kweichow_ Kwangsi_ Kiangsu and Fukien (Chi )_ Taiwan_ Korea_ Tsushima Isl (Japan)_ Philippines_ Sumatra_ Java_ Sulawesi and Bali,Chiroptera,Vespertilionidae,Myotis,formosus, , ,0.845,7,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2464,Insular,Afghanistan_ Uzbekistan and S Siberia to Korea_ Heilungkiang (Chi )_ SE Chi  and replubics of the SE former USSR_ Japan,Chiroptera,Vespertilionidae,Myotis,frater, , ,0.878,7.55,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3072,Insular,Madagascar,Chiroptera,Vespertilionidae,Myotis,goudoti, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2618,Insular,Burma_ Thailand_ Cambodia_ Viet m_ W Malaysia_ Sumatra_ mentawai isls_ Riau Arch. Java_ Borneo_ Sri Lanka,Chiroptera,Vespertilionidae,Myotis,hasseltii, , ,0.942,8.75,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3516,Insular,SE Chi _ Thailand_ India (including Andaman Isls)_ perhaps Sri Lanka_ W Malaysi_ Java_ bali and Sulawesi_ Borneo_ Philippines,Chiroptera,Vespertilionidae,Myotis,horsfieldii, , ,0.813,6.5,257,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2762,Insular,Honshu (Japan),Chiroptera,Vespertilionidae,Myotis,hosonoi, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3820,Insular,Ussuri region and N Korea to Lake Baikal (Russia)_ the Altai Mtns and Mongolia_ NE Chi _ Sakhalin isl (Russia) and Hokkaido Isl (Japan),Chiroptera,Vespertilionidae,Myotis,ikonnikovi, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3503,Insular,Samoa,Chiroptera,Vespertilionidae,Myotis,insularum, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2465,Insular,Alaska Panhandle to W Washington (USA)_ Mackenzie to Prince Edward isl (Ca da) south to Arkansas and Florida Panhandle (USA),Chiroptera,Vespertilionidae,Myotis,keenii, , ,0.797,6.267,153,,extant, , ,Ainsect,t2,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2873,Insular,Japan_ Kurile Isls (Russia)_ S Chi _ republics of the former USSR,Chiroptera,Vespertilionidae,Myotis,macrodactylus, , ,0.857,7.2,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3378,Insular,Philippines_ N Borneo,Chiroptera,Vespertilionidae,Myotis,macrotarsus, , ,1.097,12.5,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3110,Insular,Martinique_ barbados (Lesser Antilles),Chiroptera,Vespertilionidae,Myotis,martiniquensis, , ,-999,-999,-999,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3855,Insular,Yun n to Fukien and Chihli (Chi )_ India_ Burma_ W Malaysia_ Borneo,Chiroptera,Vespertilionidae,Myotis,montivagus, , ,0.919,8.3,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2461,Insular,Afghanistan to Taiwan and New Guinea,Chiroptera,Vespertilionidae,Myotis,muricola, , ,0.571,3.72,122,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2624,Insular,C and S Europe_ east to Ukarine_ S England_ most mediterranean islands__ Azores (portugual)_ Asia Minor_ Lebanon_ Israel,Chiroptera,Vespertilionidae,Myotis,myotis, , ,1.394,24.787,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
2856,Insular,Ireland and Scandi via to N Chi _ south to Morocco_ Iran_ NW Himalayas and s Chi ,Chiroptera,Vespertilionidae,Myotis,mystacinus, , ,0.698,4.988,153,,extant, , ,,,,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3160,Insular,NE Venezuela_ Curacao and Bo ire (Netherlands Antilles),Chiroptera,Vespertilionidae,Myotis,nesopolus, , ,0.544,3.5,153,,extant, , ,Ainsect,t3,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
3154,Insular, yarit and Tamaulipas (Mexico) to peru_ N Argenti  and S Brail_ Trinidad and Tobago_ Gre da (Lesser Antilles),Chiroptera,Vespertilionidae,Myotis,nigricans, , ,0.627,4.24,153,,extant, , ,Ainsect,t3,volant,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
